step,agent_id,pos_x,pos_y,angle,left_speed,right_speed,role,is_anchored,knows_target,assigned_target,w_target,w_center,w_rand,k_diff,lambda_anchor,lambda_release,base_x,base_y,chain_connected,rescued_count,is_alive,is_colliding,comm_view,obs_view,catch_distance,target_0_x,target_0_y
1,0,0.3713666498661041,0.3202724754810333,2.779545545578003,0.0,0.0,1,0,1,0,0.010339000262320042,0.0017485262360423803,0.11791247129440308,0.004146306309849024,0.03105562925338745,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
1,1,0.2248174548149109,0.32068848609924316,1.4898310899734497,0.0,0.0,1,0,1,0,0.00920132827013731,0.001816788106225431,0.11898187547922134,0.009346289560198784,0.014263510704040527,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
1,2,0.07583703100681305,-0.27871084213256836,-2.3148341178894043,0.0,0.0,1,0,1,0,0.008219546638429165,0.0016897459281608462,0.12009069323539734,0.0014356073224917054,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
1,3,0.37605664134025574,-0.15951824188232422,-1.2353595495224,0.0,0.0,1,0,1,0,0.009233225136995316,0.0018497137352824211,0.1189170554280281,0.0007445535156875849,0.015355288982391357,0.0033391714096069336,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
1,4,-0.07741782814264297,-0.2819371819496155,-2.2969067096710205,0.0,0.0,1,0,1,0,0.007498964201658964,0.0021859195549041033,0.12031511962413788,0.009877284988760948,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
1,5,-0.07555284351110458,0.43776771426200867,-0.8206525444984436,0.0,0.0,1,0,1,0,0.007340789772570133,0.0029787051025778055,0.1196805015206337,0.024877196177840233,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
1,6,0.2247125655412674,-0.2797280251979828,-2.7271792888641357,0.0,0.0,1,0,1,0,0.008374892175197601,0.0015200348570942879,0.1201050728559494,0.0016336614498868585,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
1,7,-0.06494034081697464,-0.4055754542350769,-0.4004637897014618,0.0,0.0,0,0,0,-1,0.006397664081305265,0.0037428063806146383,0.11985952407121658,0.024946963414549828,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
2,0,0.36654606461524963,0.3221541941165924,2.79649019241333,0.0,0.0,1,0,1,0,0.12263879179954529,0.002661451231688261,0.0046997410245239735,0.003090034471824765,0.7023026347160339,0.8213475942611694,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
2,1,0.22513926029205322,0.32741042971611023,1.5941410064697266,0.0,0.0,1,0,1,0,0.12108983844518661,0.003730496158823371,0.005179647821933031,0.002713787602260709,0.7702005505561829,0.8050776124000549,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,0.675,0.2
