step,agent_id,pos_x,pos_y,angle,left_speed,right_speed,role,is_anchored,knows_target,assigned_target,w_target,w_center,w_rand,k_diff,lambda_anchor,lambda_release,base_x,base_y,chain_connected,rescued_count,is_alive,is_colliding,comm_view,obs_view,catch_distance,target_0_x,target_0_y,target_1_x,target_1_y,target_2_x,target_2_y
1,0,0.7749999761581421,0.699999988079071,-1.2332819700241089,0.0,0.0,0,0,0,-1,0.008498561568558216,0.0015587348025292158,0.11994269490242004,0.00031598270288668573,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,1,0.625,0.8199999928474426,-0.6384788155555725,0.0,0.0,0,0,0,-1,0.008238309063017368,0.0017895451746881008,0.11997213214635849,0.00045703022624365985,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,2,0.4749999940395355,-0.5,1.3994346857070923,0.0,0.0,0,0,0,-1,0.008229252882301807,0.0016522638034075499,0.12011846899986267,0.0014822195516899228,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,3,0.925000011920929,-0.6200000047683716,-1.3074368238449097,0.0,0.0,0,0,0,-1,0.00849237572401762,0.0015583459753543139,0.11994926631450653,0.0002490961633156985,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,4,0.7749999761581421,-0.3799999952316284,2.217773675918579,0.0,0.0,0,0,0,-1,0.008436953648924828,0.001603120705112815,0.11995992809534073,0.00027919947751797736,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,5,0.32499998807907104,-0.019999999552965164,1.5051605701446533,0.0,0.0,0,0,0,-1,0.008485096506774426,0.0013205937575548887,0.12019430845975876,0.001692173071205616,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,6,0.32499998807907104,-0.25999999046325684,2.196053981781006,0.0,0.0,0,0,0,-1,0.0068747736513614655,0.0026097723748534918,0.12051545083522797,0.010881500318646431,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,7,0.17499999701976776,0.5799999833106995,-2.675431251525879,0.0,0.0,0,0,0,-1,0.007638175506144762,0.002178855938836932,0.12018295377492905,0.001591343549080193,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,8,0.625,-0.019999999552965164,-2.4648544788360596,0.0,0.0,0,0,0,-1,0.008500047028064728,0.0014388654381036758,0.12006107717752457,0.0015836028615012765,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,9,0.625,0.2199999988079071,1.525064468383789,0.0,0.0,0,0,0,-1,0.008486800827085972,0.001563742756843567,0.11994945257902145,0.00023794040316715837,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,10,0.32499998807907104,-0.5,-1.2464960813522339,0.0,0.0,0,0,0,-1,0.006833148654550314,0.0026090240571647882,0.12055781483650208,0.010719320736825466,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,11,0.625,0.5799999833106995,2.5159690380096436,0.0,0.0,0,0,0,-1,0.008525935001671314,0.0015303679974749684,0.11994368582963943,0.00026428341516293585,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,12,0.32499998807907104,-0.3799999952316284,2.08605694770813,0.0,0.0,0,0,0,-1,0.007307407911866903,0.0028556757606565952,0.11983691155910492,0.018503718078136444,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,13,0.4749999940395355,-0.019999999552965164,-1.0502989292144775,0.0,0.0,0,0,0,-1,0.008279751986265182,0.0016361705493181944,0.12008406966924667,0.0013893049908801913,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
