step,agent_id,pos_x,pos_y,angle,left_speed,right_speed,role,is_anchored,knows_target,w_target,w_center,w_rand,k_diff,lambda_anchor,lambda_release,base_x,base_y,chain_connected,rescued_count,is_alive,is_colliding,target_0_x,target_0_y
1,0,-0.07290846109390259,0.075995534658432,-1.4996626377105713,0.0,0.0,0,0,0,0.007971826940774918,0.001888398895971477,0.12013976275920868,0.009031800553202629,0.0,0.0,-1.2,0.0,0,0,1,1,0.675,0.2
1,1,0.0744071900844574,-0.16151154041290283,-2.2317652702331543,0.0,0.0,0,0,0,0.00850509200245142,0.0015090201050043106,0.11998587846755981,0.00034611314185895026,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
1,2,-0.07545974105596542,-0.042037371546030045,-2.1123063564300537,0.0,0.0,0,0,0,0.00828379113227129,0.0018019502749666572,0.11991425603628159,0.009352273307740688,0.0,0.0,-1.2,0.0,0,0,1,1,0.675,0.2
1,3,0.07649514079093933,-0.39419931173324585,1.0985107421875,0.0,0.0,0,0,0,0.0070851813070476055,0.0030453018844127655,0.11986950784921646,0.024998106062412262,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
1,4,-0.07107222080230713,0.3224637806415558,0.4594743847846985,0.0,0.0,0,0,0,0.008319985121488571,0.001623181626200676,0.12005682289600372,0.0006989625399000943,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
1,5,0.07073383033275604,0.19719569385051727,-2.661365032196045,0.0,0.0,0,0,0,0.00849227886646986,0.0015604099025949836,0.11994729936122894,0.00034961997880600393,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
1,6,0.06983621418476105,0.42683103680610657,-1.800545334815979,0.0,0.0,0,0,0,0.006780228577554226,0.0030494106467813253,0.12017036229372025,0.02501772530376911,0.0,0.025928348302841187,-1.2,0.0,0,0,1,0,0.675,0.2
1,7,-0.07207194715738297,-0.27503547072410583,0.9781726598739624,0.0,0.0,0,0,0,0.008477131836116314,0.0015965058701112866,0.11992635577917099,0.0003285998245701194,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
2,0,-0.07249759882688522,0.06975575536489487,-1.407907485961914,0.0,0.0,0,0,0,0.008215140551328659,0.0018655933672562242,0.11991925537586212,0.009793369099497795,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
2,1,0.06899451464414597,-0.16961246728897095,-2.14542818069458,0.0,0.0,0,0,0,0.00868060253560543,0.001498114550486207,0.11982128024101257,0.00034107716055586934,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
2,2,-0.07976758480072021,-0.050598639994859695,-2.0151586532592773,0.0,0.0,0,0,0,0.008525889366865158,0.0013194929342716932,0.12015461921691895,0.009741038084030151,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
2,3,0.0811210572719574,-0.3859640657901764,1.0917946100234985,0.0,0.0,0,0,0,0.0076126777566969395,0.002483887132257223,0.11990343034267426,0.024971963837742805,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
2,4,-0.0621509924530983,0.3269360065460205,0.4784095287322998,0.0,0.0,0,0,0,0.00853112805634737,0.0017271866090595722,0.11974167823791504,0.0009428568300791085,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
2,5,0.06167756766080856,0.19256353378295898,-2.6683971881866455,0.0,0.0,0,0,0,0.008633201941847801,0.0015577157028019428,0.11980907618999481,0.00033981920569203794,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
2,6,0.0675157755613327,0.41582444310188293,-1.7524770498275757,0.0,0.0,0,0,0,0.0072330511175096035,0.0030613518320024014,0.11970558762550354,0.024981094524264336,0.0,0.009908914566040039,-1.2,0.0,0,0,1,0,0.675,0.2
2,7,-0.0663742944598198,-0.26629915833473206,0.9893460273742676,0.0,0.0,0,0,0,0.00857648067176342,0.0015892824158072472,0.11983423680067062,0.00033109067589975893,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
3,0,-0.07101160287857056,0.06433799117803574,-1.1605829000473022,0.0,0.0,0,0,0,0.008256757631897926,0.0018073858227580786,0.11993585526943207,0.008799754083156586,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
3,1,0.06255333125591278,-0.1795826107263565,-2.1482315063476562,0.0,0.0,0,0,0,0.008510091342031956,0.001677951542660594,0.11981194466352463,0.0006488862563855946,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
3,2,-0.0846049040555954,-0.061231404542922974,-1.982324481010437,0.0,0.0,0,0,0,0.007816649042069912,0.0020153787918388844,0.12016796320676804,0.008656630292534828,0.0,0.0,-1.2,0.0,0,0,1,0,0.675,0.2
