step,agent_id,pos_x,pos_y,angle,left_speed,right_speed,role,is_anchored,knows_target,assigned_target,w_target,w_center,w_rand,k_diff,lambda_anchor,lambda_release,base_x,base_y,chain_connected,rescued_count,is_alive,is_colliding,comm_view,obs_view,catch_distance,target_0_x,target_0_y,target_1_x,target_1_y,target_2_x,target_2_y
1,0,0.7749999761581421,0.699999988079071,-1.0506682395935059,0.0,0.0,0,0,0,-1,0.007942398078739643,0.0018398412503302097,0.12021776288747787,0.0017067011212930083,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,1,0.625,0.8199999928474426,-1.3910295963287354,0.0,0.0,0,0,0,-1,0.008357302285730839,0.0017114904476329684,0.11993120610713959,0.00042415023199282587,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,2,0.4749999940395355,-0.5,0.3396764099597931,0.0,0.0,0,0,0,-1,0.00824532937258482,0.0016496372409164906,0.12010503560304642,0.0016109002754092216,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,3,0.925000011920929,-0.6200000047683716,2.00484037399292,0.0,0.0,0,0,0,-1,0.006907245609909296,0.0023663612082600594,0.12072638422250748,0.009236673824489117,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,4,0.7749999761581421,-0.3799999952316284,2.9946811199188232,0.0,0.0,0,0,0,-1,0.006777996197342873,0.00308224861510098,0.12013975530862808,0.012182768434286118,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,5,0.32499998807907104,-0.019999999552965164,0.13932113349437714,0.0,0.0,0,0,0,-1,0.00836847722530365,0.0015996526926755905,0.12003186345100403,0.001680830609984696,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,6,0.32499998807907104,-0.25999999046325684,-3.1040194034576416,0.0,0.0,0,0,0,-1,0.006868467666208744,0.0029948658775538206,0.12013665586709976,0.010510371066629887,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,7,0.17499999701976776,0.5799999833106995,1.8936666250228882,0.0,0.0,0,0,0,-1,0.007389816455543041,0.002099027391523123,0.12051115185022354,0.01051357202231884,0.0,0.0,-1.2,0.0,0,0,1,1,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,8,0.625,-0.019999999552965164,-2.1667354106903076,0.0,0.0,0,0,0,-1,0.007901477627456188,0.0017768429825082421,0.12032166868448257,0.010034800507128239,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,9,0.625,0.2199999988079071,2.424532413482666,0.0,0.0,0,0,0,-1,0.00848632026463747,0.001564119360409677,0.11994955688714981,0.0002374438918195665,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,10,0.32499998807907104,-0.5,-0.21607786417007446,0.0,0.0,0,0,0,-1,0.006811811123043299,0.0030546304769814014,0.12013354152441025,0.012122096493840218,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,11,0.625,0.5799999833106995,0.11308013647794724,0.0,0.0,0,0,0,-1,0.008478246629238129,0.0015644027153030038,0.1199573427438736,0.00028452544938772917,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,12,0.32499998807907104,-0.3799999952316284,1.6896251440048218,0.0,0.0,0,0,0,-1,0.007259839214384556,0.0028734044171869755,0.119866743683815,0.018606409430503845,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,13,0.4749999940395355,-0.019999999552965164,-0.0006437048432417214,0.0,0.0,0,0,0,-1,0.008305046707391739,0.0016285099554806948,0.12006643414497375,0.001478828489780426,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,14,0.625,-0.5,2.694002389907837,0.0,0.0,0,0,0,-1,0.007398978807032108,0.0028780812863260508,0.11972294002771378,0.023227659985423088,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,15,0.625,-0.8600000143051147,-3.102435350418091,0.0,0.0,0,0,0,-1,0.0069537837989628315,0.0028268832247704268,0.12021932750940323,0.007576314732432365,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,16,0.32499998807907104,0.5799999833106995,1.6068869829177856,0.0,0.0,0,0,0,-1,0.00752599211409688,0.0022870744578540325,0.1201869323849678,0.0016945532988756895,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,17,0.17499999701976776,-0.7400000095367432,2.23236083984375,0.0,0.0,0,0,0,-1,0.00847756490111351,0.00157282839063555,0.11994960159063339,0.0002678674354683608,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,18,0.32499998807907104,-0.8600000143051147,2.015787363052368,0.0,0.0,0,0,0,-1,0.0070585208013653755,0.0023131943307816982,0.12062828242778778,0.006316551938652992,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,19,0.925000011920929,0.2199999988079071,-0.609875500202179,0.0,0.0,0,0,0,-1,0.007184716407209635,0.0027117461431771517,0.12010353803634644,0.017945801839232445,0.0,0.0,-1.2,0.0,0,0,1,1,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
1,20,0.4749999940395355,-0.25999999046325684,-2.3584625720977783,0.0,0.0,0,0,0,-1,0.00843343697488308,0.001483440981246531,0.12008312344551086,0.0016841079341247678,0.0,0.0,-1.2,0.0,0,0,1,0,0.6,0.5,0.15,1.7,0.8,1.7,0.0,1.7,-0.8
