step,agent_id,pos_x,pos_y,angle,left_speed,right_speed,role,is_anchored,knows_target,w_target,w_center,w_rand,k_diff,lambda_anchor,lambda_release,base_x,base_y,chain_connected,rescued_count,is_alive,is_colliding,target_0_x,target_0_y
1,0,-0.3774316906929016,-0.1598939597606659,2.629859209060669,6.28,-6.28,0,0,0,0.043333329260349274,0.043333329260349274,0.043333329260349274,0.07500000298023224,0.5,0.5,-1.2,0.0,0,0,1,1,0.675,-0.39999999999999997
1,1,-0.528534471988678,0.08397826552391052,2.086296319961548,-6.28,6.28,0,0,0,0.043333329260349274,0.043333329260349274,0.043333329260349274,0.07500000298023224,0.5,0.5,-1.2,0.0,0,0,1,1,0.675,-0.39999999999999997
1,2,-0.6755367517471313,-0.15868689119815826,-0.015707917511463165,3.353830516062,4.646169483938,0,0,0,0.043333329260349274,0.043333329260349274,0.043333329260349274,0.07500000298023224,0.5,0.5,-1.2,0.0,0,0,1,0,0.675,-0.39999999999999997
1,3,-0.6782112121582031,0.3177592158317566,-2.779268741607666,3.899716594272457,4.100283405727543,0,0,0,0.043333329260349274,0.043333329260349274,0.043333329260349274,0.07500000298023224,0.5,0.5,-1.2,0.0,0,0,1,0,0.675,-0.39999999999999997
1,4,-0.3830939531326294,0.3186657726764679,-3.1197097301483154,4.537802773228196,3.4621972267718037,0,0,0,0.043333329260349274,0.043333329260349274,0.043333329260349274,0.07500000298023224,0.5,0.5,-1.2,0.0,0,0,1,0,0.675,-0.39999999999999997
1,5,-0.5244534611701965,0.1962641328573227,-1.3804426193237305,-6.28,6.28,0,0,0,0.043333329260349274,0.043333329260349274,0.043333329260349274,0.07500000298023224,0.5,0.5,-1.2,0.0,0,0,1,1,0.675,-0.39999999999999997
1,6,-0.3760092854499817,-0.2688896954059601,1.5667445659637451,6.28,-6.28,0,0,0,0.043333329260349274,0.043333329260349274,0.043333329260349274,0.07500000298023224,0.5,0.5,-1.2,0.0,0,0,1,1,0.675,-0.39999999999999997
1,7,-0.36600998044013977,0.0735987201333046,-0.7531797885894775,3.5331288982854603,4.466871101714539,0,0,0,0.043333329260349274,0.043333329260349274,0.043333329260349274,0.07500000298023224,0.5,0.5,-1.2,0.0,0,0,1,0,0.675,-0.39999999999999997
2,0,-0.37906861305236816,-0.15873050689697266,2.413299798965454,6.28,-4.729231759905814,0,0,0,0.0,0.02008606120944023,0.10991392284631729,0.036869414150714874,0.0025306744500994682,0.08384622633457184,-1.2,0.0,0,0,1,1,0.675,-0.39999999999999997
2,1,-0.5305797457695007,0.08888374269008636,1.8232989311218262,-6.28,6.28,0,0,0,0.0,0.01989833265542984,0.11010164022445679,0.037394460290670395,0.003721777582541108,0.06808577477931976,-1.2,0.0,0,0,1,1,0.675,-0.39999999999999997
