step,agent_id,pos_x,pos_y,angle,left_speed,right_speed,role,is_anchored,knows_target,w_target,w_center,w_rand,k_diff,lambda_anchor,lambda_release,base_x,base_y,chain_connected,rescued_count,is_alive,is_colliding,target_0_x,target_0_y
1,0,-0.22735776007175446,-0.28366848826408386,-2.1855127811431885,0.0,0.0,0,0,0,0.008074574172496796,0.0016602716641500592,0.12026514858007431,0.007191336248070002,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
1,1,-0.07102196663618088,-0.282275527715683,-0.5412993431091309,0.0,0.0,0,0,0,0.006950323935598135,0.002961960155516863,0.12008771300315857,0.007767311297357082,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
1,2,-0.22008883953094482,-0.15906479954719543,0.13301709294319153,0.0,0.0,0,0,0,0.008126379922032356,0.0018007298931479454,0.12007288634777069,0.007852342911064625,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
1,3,-0.06855900585651398,-0.14842768013477325,1.3843964338302612,0.0,0.0,0,0,0,0.007355851121246815,0.0027895583771169186,0.11985458433628082,0.006396877579391003,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
1,4,-0.22194360196590424,0.43743041157722473,-0.6110948324203491,0.0,0.0,0,0,0,0.007367538288235664,0.0029600525740534067,0.11967241019010544,0.024893688037991524,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
1,5,-0.0698704719543457,0.321025550365448,0.2651219666004181,0.0,0.0,0,0,0,0.00704425061121583,0.0026616572868078947,0.12029409408569336,0.014713558368384838,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
1,6,-0.07895640283823013,0.18804718554019928,-1.7443263530731201,0.0,0.0,0,0,0,0.007735998835414648,0.0023457659408450127,0.11991823464632034,0.003968098200857639,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
1,7,-0.07899116724729538,0.4507819414138794,1.7280992269515991,0.0,0.0,0,0,0,0.006168581545352936,0.0047644502483308315,0.11906696856021881,0.024649379774928093,0.0,0.01074451208114624,-1.2,0.0,0,0,1,0,3.5,3.2
2,0,-0.23273731768131256,-0.291533499956131,-2.1435554027557373,0.0,0.0,0,0,0,0.008459805510938168,0.0013721835566684604,0.12016800045967102,0.005729207303375006,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
2,1,-0.063115693628788,-0.28727513551712036,-0.5908635258674622,0.0,0.0,0,0,0,0.007183616515249014,0.0024914718233048916,0.12032490968704224,0.004474245011806488,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
2,2,-0.21109916269779205,-0.15824708342552185,0.13183383643627167,0.0,0.0,0,0,0,0.008043438196182251,0.00182170863263309,0.12013484537601471,0.00583780137822032,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
2,3,-0.06668035686016083,-0.13724561035633087,1.3906468152999878,0.0,0.0,0,0,0,0.007642632815986872,0.002706213155761361,0.11965114623308182,0.003799031488597393,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
2,4,-0.21383726596832275,0.4318080544471741,-0.6196718811988831,0.0,0.0,0,0,0,0.007300157565623522,0.0025200918316841125,0.12017975002527237,0.02492673136293888,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
2,5,-0.06058988347649574,0.3235958218574524,0.24081343412399292,0.0,0.0,0,0,0,0.007469425443559885,0.002453724155202508,0.12007685750722885,0.008580625988543034,0.0,0.0,-1.2,0.0,0,0,1,0,3.5,3.2
