step,agent_id,pos_x,pos_y,angle,is_carrying,w_food,w_nest,w_rand,w_info,k_diff,lambda_pick,lambda_drop,left_speed,right_speed,nest_x,nest_y,pickup_event,delivery_event,is_colliding,is_alive,target_0_x,target_0_y,target_0_cap,target_1_x,target_1_y,target_1_cap
1,0,-0.63616073,0.32669166,2.7066908,1,0.12999999523162842,0.0,0.0,0.0,0.018438374623656273,0.8422773480415344,0.4405290484428406,0.0,0.0,0.0,0.0,1,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,1,-0.009527298,0.4332654,-0.3808486,0,0.0,0.00510574271902442,0.12489424645900726,0.0,0.007423287257552147,0.41611021757125854,0.35456833243370056,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,2,0.28042725,0.070622005,-0.884228,0,0.010283050127327442,0.0,0.10758638381958008,0.012130550108850002,0.00427979277446866,0.3865167200565338,0.315287709236145,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,3,-0.042782467,0.20174538,3.07629,0,0.006217500660568476,0.0,0.12264792621135712,0.001134569407440722,0.013712734915316105,0.37278300523757935,0.36454397439956665,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,4,-0.78167194,0.090589315,2.0979261,0,0.12358102947473526,0.0,0.004488321021199226,0.0019306490430608392,0.017591353505849838,0.8624798655509949,0.4489946663379669,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,5,0.43739542,-0.16244584,-0.3855386,0,0.12999999523162842,0.0,0.0,0.0,0.021343305706977844,0.6722137928009033,0.5540496110916138,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,6,0.2721075,-0.054154042,-1.8961312,0,0.0,0.0,0.12227875739336014,0.007721237372606993,0.0018638871842995286,0.415977418422699,0.39679017663002014,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,7,0.5722926,-0.15315776,1.7948062,0,0.12999999523162842,0.0,0.0,0.0,0.008511031046509743,0.8065301179885864,0.5666991472244263,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,0,-0.6442046,0.3300146,2.8330529,1,0.0,0.10638268291950226,0.023617317900061607,0.0,0.014058210887014866,0.6077898740768433,0.4549677073955536,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,1,0.0013041968,0.4291838,-0.3447652,0,0.0,0.00921658892184496,0.12078340351581573,0.0,0.006942564621567726,0.40397414565086365,0.3627164363861084,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,2,0.28587767,0.06485327,-0.7202907,0,0.017888061702251434,0.0,0.10198193043470383,0.010130011476576328,0.004625776782631874,0.38650065660476685,0.3299529552459717,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,3,-0.053461056,0.20218113,-3.1405272,0,0.004544418305158615,0.0,0.1254555732011795,0.0,0.014406275004148483,0.38986822962760925,0.3865317106246948,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,4,-0.78696567,0.099467985,2.070951,0,0.0945553332567215,0.0,0.0,0.03544466197490692,0.0160099808126688,0.8378376364707947,0.48502638936042786,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
