step,agent_id,pos_x,pos_y,angle,is_carrying,w_food,w_nest,w_rand,w_info,k_diff,lambda_pick,lambda_drop,left_speed,right_speed,nest_x,nest_y,pickup_event,delivery_event,is_colliding,is_alive,target_0_x,target_0_y,target_0_cap,target_1_x,target_1_y,target_1_cap
1,0,-0.9196915,-0.41026253,-1.0390953,0,0.015584749169647694,0.0,0.08842722326517105,0.025988012552261353,0.00835210271179676,0.35025590658187866,0.2196725308895111,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,1,0.5739043,-0.02422503,1.7464335,0,0.09823243319988251,0.0,0.0,0.03176756948232651,0.00969628430902958,0.7065678834915161,0.4527205526828766,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,2,-0.31881016,0.4256689,-1.3165847,0,0.11773841083049774,0.0,0.01226158905774355,0.0,0.014008051715791225,0.6377403736114502,0.5295475721359253,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,3,-0.775179,0.43986985,-1.0691031,0,0.12008528411388397,0.0,0.009914705529808998,0.0,0.021827993914484978,0.8099116086959839,0.5072459578514099,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,4,0.42492437,0.1999777,2.390243,0,0.0,0.0,0.12999999523162842,0.0,0.010326001793146133,0.3517143428325653,0.27094870805740356,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,5,0.884169,0.20488119,0.51906765,0,0.10527549684047699,0.0,0.0,0.024724500253796577,0.006016020197421312,0.6268590092658997,0.3973257839679718,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,6,-0.17517564,0.07997129,0.0571503,0,0.0,0.0,0.12480901926755905,0.005190979223698378,0.0087660513818264,0.4016352891921997,0.3438875675201416,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
1,7,-0.77492374,0.31982246,-0.51239,1,0.11754710972309113,0.0,0.012452886439859867,0.0,0.011049466207623482,0.8580424785614014,0.5480579137802124,0.0,0.0,0.0,0.0,1,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,0,-0.91497695,-0.41710326,-0.8880479,0,0.02106509357690811,0.0035076274070888758,0.08722025156021118,0.01820702850818634,0.008105507120490074,0.36135029792785645,0.22548341751098633,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,1,0.5730187,-0.01768326,1.5584376,0,0.10620840638875961,0.0,0.0,0.023791586980223656,0.00962800532579422,0.696514368057251,0.45314133167266846,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,2,-0.31696537,0.41675055,-1.4395422,0,0.12505128979682922,0.0,0.0049486965872347355,0.0,0.012168793007731438,0.6428694128990173,0.5552051663398743,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,3,-0.7711932,0.43222833,-1.1196947,0,0.12999999523162842,0.0,0.0,0.0,0.0207823459059,0.8146041035652161,0.4722334146499634,0.0,0.0,0.0,0.0,0,0,1,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,4,0.41854766,0.20567627,2.4432073,0,0.0,0.0,0.12999999523162842,0.0,0.01137635763734579,0.3647599220275879,0.286920428276062,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,5,0.8901176,0.2081631,0.3841812,0,0.09286793321371078,0.0,0.0,0.03713206574320793,0.005328846629709005,0.6194126605987549,0.4042682349681854,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,6,-0.16731143,0.08067613,0.13342668,0,0.0,0.0,0.12719835340976715,0.0028016390278935432,0.010243074968457222,0.4148021936416626,0.37660735845565796,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,7,-0.768046,0.31567824,-0.5838475,1,0.0,0.1178278997540474,0.012172095477581024,0.0,0.009088008664548397,0.5688961148262024,0.46778687834739685,0.0,0.0,0.0,0.0,0,0,1,1,-0.75,0.25,4.5,0.75,-0.25,5.0
3,0,-0.9105726,-0.4223737,-0.92070323,0,0.02314167283475399,0.008592563681304455,0.0851261243224144,0.013139628805220127,0.008112320676445961,0.3668079972267151,0.22649693489074707,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
3,1,0.57375985,-0.011877267,1.3167177,0,0.12591557204723358,0.0,0.0,0.004084428306668997,0.00878331158310175,0.6925417184829712,0.4922593832015991,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
3,2,-0.31640092,0.4076548,-1.585883,0,0.12995390594005585,0.0,4.609065945260227e-05,0.0,0.011263103224337101,0.6426173448562622,0.5760485529899597,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
3,3,-0.7667299,0.4223026,-1.1794034,0,0.11672239750623703,0.0022040519397705793,0.010767923668026924,0.0003056266868952662,0.017633432522416115,0.822300910949707,0.4480597674846649,0.0,0.0,0.0,0.0,0,0,1,1,-0.75,0.25,4.5,0.75,-0.25,5.0
3,4,0.41050366,0.21194519,2.5272264,0,0.0007146287825889885,0.0,0.12928536534309387,0.0,0.013109629042446613,0.3831633925437927,0.30735233426094055,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
3,5,0.8962685,0.20998313,0.16142198,0,0.0863029733300209,0.0,0.0,0.04369702190160751,0.005746559239923954,0.6154916882514954,0.4087960720062256,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
3,6,-0.15622918,0.08249793,0.1810795,0,0.0006060045561753213,0.0,0.12495417892932892,0.004439803306013346,0.01087955292314291,0.4244464337825775,0.38422510027885437,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
3,7,-0.7590725,0.30933696,-0.6399932,1,0.0,0.10797668248414993,0.022023310884833336,0.0,0.009448997676372528,0.538799524307251,0.4466056525707245,0.0,0.0,0.0,0.0,0,0,1,1,-0.75,0.25,4.5,0.75,-0.25,5.0
4,0,-0.9067671,-0.42765763,-0.9732162,0,0.022108491510152817,0.011245563626289368,0.08624901622533798,0.010396926663815975,0.008202371187508106,0.36742568016052246,0.2286849021911621,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
