step,agent_id,pos_x,pos_y,angle,is_carrying,w_food,w_nest,w_rand,w_info,k_diff,lambda_pick,lambda_drop,left_speed,right_speed,nest_x,nest_y,pickup_event,delivery_event,is_colliding,is_alive,target_0_x,target_0_y,target_0_cap,target_1_x,target_1_y,target_1_cap
1,0,0.122514665,-0.2804843,-2.9046023,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,4.0,4.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,1,-0.6226072,0.1978416,-0.7736573,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,6.28,-6.28,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,2,-0.62357146,-0.14392312,1.4759793,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,3.271565300151706,6.28,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,3,0.8746126,0.43955088,2.4241793,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,-6.28,6.28,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,4,-0.7768791,-0.041880313,-2.2485762,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,6.28,-5.8966231894493095,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,5,0.27540457,0.1987778,2.568408,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,4.681435562682493,3.3185644373175074,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,6,-0.32355005,0.19882132,-2.1981695,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,6.28,0.46821791663765944,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,7,0.4247106,0.43801108,-0.94028336,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,4.584466227047107,-2.5844662270471073,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
2,0,0.120586514,-0.2810217,-2.8322847,0,0.009999999776482582,0.009999999776482582,0.1299600899219513,0.009999999776482582,0.060289908200502396,2.529347148083616e-05,0.12961633503437042,3.9290558782953475,4.0709441217046525,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
2,1,-0.62117445,0.19644676,-0.7673487,0,0.12999999523162842,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.051712874323129654,0.999512791633606,0.002007646020501852,6.28,-6.28,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
