step,agent_id,pos_x,pos_y,angle,is_carrying,w_food,w_nest,w_rand,w_info,k_diff,lambda_pick,lambda_drop,left_speed,right_speed,nest_x,nest_y,pickup_event,delivery_event,is_colliding,is_alive,target_0_x,target_0_y,target_0_cap,target_1_x,target_1_y,target_1_cap
1,0,0.42228928,-0.3995032,-2.997436,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,4.566809577976399,-4.098798450083453,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,1,-0.63319397,0.08323552,2.7283866,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,-6.28,6.224704000474503,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,2,-0.16931322,-0.03226832,1.0529112,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,4.1579324268276,1.757717276107407,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,3,0.118866265,0.4419439,2.5888515,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,-6.28,3.642997099244483,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,4,0.5715933,-0.044682506,-1.7932615,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,4.982825585373877,0.996850251652968,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,5,0.12591597,0.088132635,1.4108582,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,-6.28,4.639262859756928,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,6,-0.7684333,0.19962974,0.029839175,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,2.2188892579695154,5.788773259913622,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,7,-0.47395405,0.20759103,1.560004,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,4.823221445948851,-1.500258445223289,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
2,0,0.42002314,-0.39999193,-2.863043,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,3.8671852104513933,-6.060695856603697,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,1,-0.6391077,0.08586451,2.720165,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,4.8498982970035724,-5.587951085658676,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,2,-0.1659823,-0.026504027,1.0371261,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,5.3555696473538,-0.37336287207215024,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,3,0.11469116,0.4448006,2.4927137,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,-6.28,3.24187883024373,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,4,0.5711834,-0.04787527,-1.5974296,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,3.582103811517358,1.0781898704860384,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,5,0.12697871,0.09441814,1.394849,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,-6.28,5.678519739298925,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,6,-0.7636737,0.20004441,0.14947693,1,0.04,0.07,0.03,0.03,0.03,0.8,0.8,2.9740803987747038,4.67461418176756,0.0,0.0,1,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
2,7,-0.4739814,0.21334635,1.5939009,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,0.16148955980407487,1.6214632419942379,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
3,0,0.41877148,-0.400287,-3.0984266,0,0.04,0.07,0.03,0.03,0.03,0.8,0.8,4.698933607633355,-3.6803326239219847,0.0,0.0,0,0,0,1,-0.75,0.25,4.5,0.75,-0.25,5.0
