step,agent_id,pos_x,pos_y,angle,is_carrying,w_food,w_nest,w_rand,w_info,k_diff,lambda_pick,lambda_drop,left_speed,right_speed,nest_x,nest_y,pickup_event,delivery_event,is_colliding,is_alive,target_0_x,target_0_y,target_0_cap,target_1_x,target_1_y,target_1_cap,target_2_x,target_2_y,target_2_cap
1,0,0.325,0.7,0.089324266,0,0.0031444551423192024,0.0,0.12333148717880249,0.003524048486724496,0.01493860688060522,0.3889177739620209,0.30780619382858276,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,1,-0.875,-0.5,2.1530375,0,0.12999999523162842,0.0,0.0,0.0,0.0352044515311718,0.754629373550415,0.5061445832252502,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,2,1.225,-0.86,-0.62654954,0,0.11894780397415161,0.0,0.0076372381299734116,0.0034149521961808205,0.008795729838311672,0.7708108425140381,0.3812752962112427,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,3,0.475,-0.26,2.8634648,0,0.0,0.0,0.12999999523162842,0.0,0.01285435538738966,0.3817507028579712,0.2756909728050232,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,4,0.025,-0.86,0.05370894,0,0.0,0.0,0.12361466139554977,0.006385332904756069,0.010482532903552055,0.3327421545982361,0.2451258897781372,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,5,0.925,0.1,-0.37151206,0,0.0,0.0,0.12907102704048157,0.0009289747104048729,0.01644534058868885,0.37140849232673645,0.2806556224822998,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,6,-1.475,-0.74,-0.7240499,0,0.06935104727745056,0.004174434579908848,0.01756858266890049,0.03890591859817505,0.031161684542894363,0.695494532585144,0.23452156782150269,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,7,-1.625,-0.74,-0.795201,0,0.12999999523162842,0.0,0.0,0.0,0.04292861744761467,0.6933425664901733,0.42279741168022156,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,8,-1.025,0.1,2.8602035,0,0.12867766618728638,0.0,0.0013223316054791212,0.0,0.0038169356994330883,0.6683683395385742,0.5217364430427551,0.0,0.0,0.0,0.0,0,0,1,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,9,-1.175,0.34,3.1016662,1,0.12999999523162842,0.0,0.0,0.0,0.04227544367313385,0.8745726346969604,0.40971389412879944,0.0,0.0,0.0,0.0,1,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,10,0.175,0.94,2.4098575,0,0.010605692863464355,0.0,0.09086457639932632,0.028529729694128036,0.01889323815703392,0.3314679265022278,0.2381603717803955,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,11,-1.925,0.34,-1.1966265,0,0.0,0.0016256311209872365,0.11111555248498917,0.01725880429148674,0.016072610393166542,0.340982049703598,0.18425816297531128,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,12,0.775,-0.14,1.2894242,0,0.0,0.0,0.1291923075914383,0.0008076865342445672,0.029896976426243782,0.3385600745677948,0.24934738874435425,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,13,0.625,-0.86,0.55824447,0,0.0,0.0,0.12074653059244156,0.009253466501832008,0.006700846832245588,0.34253254532814026,0.25252217054367065,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,14,-1.625,0.22,3.07223,0,0.12326107174158096,0.0,0.0,0.006738926749676466,0.026647988706827164,0.6307783126831055,0.4023759365081787,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,15,1.375,-0.14,2.379822,0,0.12557485699653625,0.0,0.0,0.004425134509801865,0.03259763866662979,0.7687028646469116,0.3374759554862976,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,16,-1.775,-0.5,-1.6126579,0,0.0,0.0,0.12224086374044418,0.007759139873087406,0.018254900351166725,0.3310626745223999,0.21080219745635986,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,17,1.225,0.46,-2.068633,0,0.0013376298593357205,0.0,0.12728555500507355,0.0013768045464530587,0.017005931586027145,0.405647873878479,0.2273327112197876,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,18,-1.475,-0.14,-1.369534,0,0.12999999523162842,0.0,0.0,0.0,0.05478158965706825,0.6341651082038879,0.45169568061828613,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,19,-0.425,0.58,2.7719343,0,0.0,0.0,0.1278635710477829,0.0021364192944020033,0.029294371604919434,0.3379771113395691,0.2654532790184021,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,20,0.475,0.7,0.9974569,0,0.014174945652484894,0.0,0.1155088022351265,0.0003162403008900583,0.009334892965853214,0.41447508335113525,0.29452764987945557,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,21,1.225,0.94,0.9397472,0,0.0009431351791135967,0.02095046080648899,0.07788746058940887,0.0302189439535141,0.021985042840242386,0.4145066440105438,0.23684161901474,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,22,-1.025,0.22,-1.8148439,0,0.10471073538064957,0.0,0.02223237045109272,0.003056890331208706,0.024005930870771408,0.7156514525413513,0.5590312480926514,0.0,0.0,0.0,0.0,0,0,1,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,23,-0.275,-0.02,0.20586812,0,0.0,0.0,0.12663549184799194,0.0033644994255155325,0.020700423046946526,0.4023161828517914,0.3118022680282593,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,24,1.825,0.58,2.5613165,0,0.002857677172869444,0.0,0.12437184900045395,0.0027704655658453703,0.02197599969804287,0.36599093675613403,0.17630800604820251,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,25,1.075,0.94,-2.875661,0,0.0,0.0004546256095636636,0.1147838607430458,0.014761502854526043,0.017233790829777718,0.3362668454647064,0.1939968466758728,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,26,-1.325,-0.02,2.3863711,0,0.05357804521918297,0.0,0.01735663041472435,0.0590653158724308,0.010443813167512417,0.6102216243743896,0.33915138244628906,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,27,-0.275,-0.38,-1.5322089,0,0.0,0.0,0.12655191123485565,0.0034480923786759377,0.027636533603072166,0.34135836362838745,0.30247020721435547,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,28,0.625,-0.26,1.2390394,0,0.007842536084353924,0.0,0.12113191932439804,0.0010255466913804412,0.014705061912536621,0.39004766941070557,0.24561500549316406,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,29,-1.925,-0.5,-1.1986676,0,0.0,0.005887189880013466,0.10922244191169739,0.014890357851982117,0.015604429878294468,0.34842151403427124,0.19009780883789062,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,30,0.625,0.94,-2.4988985,0,0.0,0.0005293851718306541,0.11516818404197693,0.014302426017820835,0.01551696378737688,0.3309084177017212,0.21746855974197388,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,31,-0.725,-0.14,1.9519302,0,0.0,0.0,0.12954309582710266,0.0004568978038150817,0.017165889963507652,0.3946118652820587,0.32024234533309937,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,32,1.825,-0.86,-1.9313692,0,0.018405774608254433,0.011748217977583408,0.08081841468811035,0.019027596339583397,0.005707812961190939,0.42336463928222656,0.24414551258087158,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,33,1.825,0.1,0.18230517,0,0.0,0.0,0.12642444670200348,0.003575554583221674,0.027627861127257347,0.3564069867134094,0.21162262558937073,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,34,-0.125,0.46,1.4212826,0,0.0,0.0008775832829996943,0.1245272159576416,0.004595189820975065,0.0016809158260002732,0.40319710969924927,0.3700163960456848,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,35,-0.125,0.34,2.8329904,0,0.003140111221000552,0.0,0.11603368818759918,0.010826198384165764,0.007945905439555645,0.32991546392440796,0.31851714849472046,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,36,-1.175,-0.02,2.7569396,0,0.12999999523162842,0.0,0.0,0.0,0.01819748431444168,0.6124449372291565,0.43893423676490784,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,37,-1.475,-0.38,-2.772987,0,0.11194617301225662,0.0,0.0,0.018053822219371796,0.019460611045360565,0.7413727641105652,0.32073426246643066,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,38,0.175,0.82,-1.6913536,0,0.0,0.0,0.127019464969635,0.0029805204831063747,0.005613714922219515,0.384712815284729,0.25023597478866577,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,39,-0.425,-0.26,-2.857685,0,0.0,0.0,0.12568813562393188,0.004311859607696533,0.01911604031920433,0.36436372995376587,0.3139711022377014,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
1,40,-1.625,-0.26,-0.50835186,0,0.12330736964941025,0.0,0.006692624185234308,0.0,0.04484228417277336,0.6236931085586548,0.44426995515823364,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.849999904632568,1.25,-0.5,5.0
