step,agent_id,pos_x,pos_y,angle,is_carrying,w_food,w_nest,w_rand,w_info,k_diff,lambda_pick,lambda_drop,left_speed,right_speed,nest_x,nest_y,pickup_event,delivery_event,is_colliding,is_alive,target_0_x,target_0_y,target_0_cap,target_1_x,target_1_y,target_1_cap
1,0,-0.625,0.32,0.33569047,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,6.28,-6.28,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,1,0.425,0.44,0.82029206,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,6.28,-6.28,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,2,0.125,-0.16,-1.5665492,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,3.353830516062,4.646169483938,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,3,-0.625,-0.28,0.13771243,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,3.899716594272457,4.100283405727543,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,4,-0.475,-0.16,1.6454502,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,2.799232663288713,6.28,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,5,0.125,0.08,-2.407278,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,4.681435562682493,3.3185644373175074,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,6,-0.775,0.08,1.8233421,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,6.28,3.3006488750502467,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
1,7,-0.325,0.32,-2.2212343,0,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.032499998807907104,0.07500000298023224,0.5,0.5,6.28,1.7718379301577811,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
2,0,-0.625,0.32,0.33569047,0,0.12999999523162842,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.07357393950223923,0.9997078776359558,0.025393672287464142,6.28,-6.28,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
2,1,0.425,0.44,0.82029206,0,0.009999999776482582,0.009999999776482582,0.12948493659496307,0.009999999776482582,0.039760150015354156,0.00013612925249617547,0.044662028551101685,6.28,-6.28,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,5.0
