step,agent_id,pos_x,pos_y,angle,is_carrying,w_food,w_nest,w_rand,w_info,k_diff,lambda_pick,lambda_drop,left_speed,right_speed,nest_x,nest_y,pickup_event,delivery_event,is_colliding,is_alive,target_0_x,target_0_y,target_0_cap,target_1_x,target_1_y,target_1_cap
1,0,0.7279036,-0.05408762,-1.1456643,0,0.12033835798501968,0.0,0.00808725319802761,0.0015743982512503862,0.017345301806926727,0.8379641771316528,0.469607949256897,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
1,1,-0.788439,-0.042642146,3.0902498,0,0.12499283254146576,0.0,0.0,0.005007162224501371,0.012978849932551384,0.8355773687362671,0.4294918179512024,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
1,2,-0.60505325,-0.28074765,-0.19400991,0,0.011109578423202038,0.0,0.11518831551074982,0.003702103625983,0.009581130929291248,0.38950806856155396,0.24050486087799072,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
1,3,-0.32480335,0.079931624,-2.0537484,0,0.10099457204341888,0.0,0.011333375237882137,0.017672047019004822,0.0027889865450561047,0.6612914204597473,0.6999404430389404,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
1,4,0.42492962,0.31999102,2.4392238,0,0.00018760310194920748,0.0,0.12954455614089966,0.00026782910572364926,0.01034573931246996,0.3426234722137451,0.2705058455467224,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
1,5,0.12488497,0.19987051,-1.7034972,0,0.0,0.0,0.12505514919757843,0.0049448502250015736,0.008876836858689785,0.3995640277862549,0.33260881900787354,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
1,6,-0.47354576,0.064215645,-1.6567993,0,0.12999999523162842,0.0,0.0,0.0,0.00904678925871849,0.7628546953201294,0.5656790733337402,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
1,7,0.8668828,-0.29392934,-2.137393,1,0.10651414096355438,0.0,0.020282214507460594,0.0032036416232585907,0.009815455414354801,0.8640760183334351,0.4477695822715759,0.0,0.0,0.0,0.0,1,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
2,0,0.73264533,-0.06438491,-1.1597958,0,0.09458756446838379,0.0,0.0,0.03541242703795433,0.01551782712340355,0.8174058198928833,0.4945419728755951,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
2,1,-0.7961272,-0.041687604,2.919743,0,0.12572699785232544,0.0,0.0,0.0042729852721095085,0.015211550518870354,0.8487343192100525,0.42534998059272766,0.0,0.0,0.0,0.0,0,0,0,1,-0.75,0.25,5.0,0.75,-0.25,4.5
