step,agent_id,pos_x,pos_y,angle,is_carrying,w_food,w_nest,w_rand,w_info,k_diff,lambda_pick,lambda_drop,left_speed,right_speed,nest_x,nest_y,pickup_event,delivery_event,is_colliding,is_alive,target_0_x,target_0_y,target_0_cap,target_1_x,target_1_y,target_1_cap,target_2_x,target_2_y,target_2_cap
1,0,0.325,0.7,-0.18558162,0,0.004655270371586084,0.0,0.12057773023843765,0.004766995552927256,0.015087548643350601,0.39328885078430176,0.30681145191192627,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
1,1,-0.875,-0.5,-1.3762136,0,0.12999999523162842,0.0,0.0,0.0,0.015740755945444107,0.6736493110656738,0.5319877862930298,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
1,2,1.225,-0.86,-0.56025016,0,0.11911527812480927,0.0,0.008953179232776165,0.0019315385725349188,0.009523849934339523,0.7662898302078247,0.3751111626625061,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
1,3,0.475,-0.26,-0.76887006,0,0.01028132438659668,0.0,0.10747471451759338,0.012243952602148056,0.012159244157373905,0.4166985750198364,0.3363628089427948,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
1,4,0.025,-0.86,2.0004683,0,0.001986249815672636,0.0075062173418700695,0.12050753086805344,0.0,0.008776006288826466,0.40661120414733887,0.25821733474731445,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
1,5,0.925,0.1,0.5482356,0,0.0,0.0,0.1279648095369339,0.002035189187154174,0.028217090293765068,0.34247374534606934,0.24403265118598938,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
1,6,-1.475,-0.74,-2.3506765,0,0.1147025004029274,0.0,0.0,0.015297500416636467,0.019778762012720108,0.7352532148361206,0.34151479601860046,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
1,7,-1.625,-0.74,-0.70307493,0,0.12999999523162842,0.0,0.0,0.0,0.04655880481004715,0.6834028959274292,0.4365427792072296,0.0,0.0,0.0,0.0,0,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
1,8,-1.025,0.1,-2.0354383,0,0.01185694057494402,0.0,0.0,0.11814305186271667,0.008933323435485363,0.5576589703559875,0.42128270864486694,0.0,0.0,0.0,0.0,0,0,1,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
1,9,-1.175,0.34,-1.4687042,1,0.10034558922052383,0.0,0.0,0.029654407873749733,0.021650245413184166,0.7675316333770752,0.4392080307006836,0.0,0.0,0.0,0.0,1,0,0,1,-1.25,-0.5,5.0,-1.25,0.5,4.75,1.25,-0.5,5.0
