step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_shape,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-0.951374,0.44768646,-0.010335847,-0.015155883,-2.1671593,5.25543962563533,6.28,0.05,0.08,0.05,1.0,1.0,0.5333410204649948,1.0,1.15,0.0,1.0,2.4516208171844482,0.5532745718955994,0,0,1
1,1,-1.4495839,0.049947757,-0.00018188117,-0.0007511003,-2.369078,-6.28,1.0553611414720012,0.05,0.08,0.05,1.0,1.0,0.5333410204649948,1.0,1.15,0.0,1.0,1.8376989364624023,0.3306598365306854,0,0,1
1,2,-0.8499476,-0.15215912,-0.004430062,-0.014043257,-1.919589,-6.28,4.077183487527768,0.05,0.08,0.05,1.0,1.0,0.5333410204649948,0.8732669353485107,1.15,0.0,1.0,2.5734705924987793,0.4037920832633972,0,0,1
1,3,-1.252723,0.24945506,-0.022216467,-0.0045941425,-2.935961,-6.28,4.341271387870183,0.05,0.08,0.05,1.0,1.0,0.5333410204649948,1.0,1.15,0.0,1.0,2.395073652267456,0.2900519371032715,0,0,1
1,4,-1.3470615,-0.051338404,0.014875456,-0.008466291,-0.5421725,3.37862850396091,4.850478277993702,0.05,0.08,0.05,1.0,1.0,0.5333410204649948,1.0,1.15,0.0,1.0,2.582744598388672,0.2228023111820221,0,0,1
1,5,-0.94914126,-0.14879975,0.004197889,0.008412355,1.1256232,-6.28,4.7705576641502665,0.05,0.08,0.05,1.0,1.0,0.5333410204649948,0.9989122748374939,1.15,0.0,1.0,2.6459779739379883,0.3056519329547882,0,0,1
1,6,-1.4523218,-0.35008833,-0.01885873,-0.0011083105,-3.0773342,-0.13805027774047296,-6.28,0.05,0.08,0.05,1.0,1.0,0.5333410204649948,1.0,1.15,0.0,1.0,2.532386541366577,0.5300135612487793,0,0,1
1,7,-1.0497373,0.05248214,-0.0004799713,0.01744775,1.6079342,4.493043484667239,-4.175875835377181,0.05,0.08,0.05,1.0,1.0,0.5333410204649948,1.0,1.15,0.0,1.0,2.5408403873443604,0.13712187111377716,0,0,1
2,0,-0.9523463,0.44613644,-0.009381726,-0.015969709,-2.0969033,5.555688739161864,6.28,0.05,0.08,0.05,1.0,1.0,0.533461414977285,1.0,1.15,0.0,1.0,3.4851455688476562,0.551698625087738,0,0,1
2,1,-1.4496678,0.049862083,-0.00058985973,-0.00084401737,-2.3046434,-6.28,1.1837407225374157,0.05,0.08,0.05,1.0,1.0,0.533461414977285,1.0,1.15,0.0,1.0,2.2635955810546875,0.33019590377807617,0,0,1
2,2,-0.85057527,-0.15349782,-0.007234677,-0.01321819,-2.108557,-6.28,4.320093429999896,0.05,0.08,0.05,1.0,1.0,0.533461414977285,0.8740620017051697,1.15,0.0,1.0,3.628610849380493,0.40426263213157654,0,0,1
2,3,-1.2549636,0.24896984,-0.022320082,-0.0049728365,-2.9208388,-6.28,4.323561443599414,0.05,0.08,0.05,1.0,1.0,0.533461414977285,1.0,1.15,0.0,1.0,3.423888921737671,0.29049593210220337,0,0,1
2,4,-1.3456997,-0.052198846,0.013810406,-0.008916699,-0.5846063,3.043769489258321,4.848680104211676,0.05,0.08,0.05,1.0,1.0,0.533461414977285,1.0,1.15,0.0,1.0,3.590841770172119,0.2210109829902649,0,0,1
2,5,-0.94874763,-0.14799002,0.004154217,0.008270473,1.1100339,-6.28,4.756810291166308,0.05,0.08,0.05,1.0,1.0,0.533461414977285,0.9984136819839478,1.15,0.0,1.0,3.6948602199554443,0.30576249957084656,0,0,1
2,6,-1.454206,-0.35024878,-0.018771315,-0.0019318747,-3.034281,-0.23279976498944838,-6.28,0.05,0.08,0.05,1.0,1.0,0.533461414977285,1.0,1.15,0.0,1.0,3.6034722328186035,0.5309222936630249,0,0,1
2,7,-1.0497941,0.054234568,-0.00044004954,0.017614948,1.5982802,4.49857047192795,-4.106179287591017,0.05,0.08,0.05,1.0,1.0,0.533461414977285,1.0,1.15,0.0,1.0,3.555095911026001,0.13839313387870789,0,0,1
3,0,-0.95693475,0.4377284,-0.05400731,-0.10189365,-2.0530655,5.532729428088971,6.28,0.05,0.08,0.05,1.0,1.0,0.5405873087694961,1.0,1.15,0.0,1.0,4.338608264923096,0.5410797595977783,0,0,1
3,1,-1.447178,0.05322674,0.027870065,0.044759814,-2.0844147,-6.28,1.7111933015456617,0.05,0.08,0.05,1.0,1.0,0.5405873087694961,1.0,1.15,0.0,1.0,2.365309715270996,0.3294321894645691,0,0,1
3,2,-0.84997576,-0.15211608,0.007053579,0.021692181,-1.8504063,-6.28,4.064096239955006,0.05,0.08,0.05,1.0,1.0,0.5405873087694961,0.8733026385307312,1.15,0.0,1.0,4.467544078826904,0.40242668986320496,0,0,1
3,3,-1.2539152,0.24942824,0.023028862,0.011120843,-2.6161714,-6.28,4.236057108606167,0.05,0.08,0.05,1.0,1.0,0.5405873087694961,1.0,1.15,0.0,1.0,4.258863925933838,0.2920075058937073,0,0,1
3,4,-1.3399328,-0.05594816,0.06960581,-0.043488726,-0.5506532,2.560045692650893,4.478065682659506,0.05,0.08,0.05,1.0,1.0,0.5405873087694961,1.0,1.15,0.0,1.0,4.407973289489746,0.2172405868768692,0,0,1
3,5,-0.9490721,-0.14898819,-0.0035879195,-0.015313508,1.4202371,-4.771026436939652,4.5563552890555945,0.05,0.08,0.05,1.0,1.0,0.5405873087694961,0.9988247156143188,1.15,0.0,1.0,4.5272650718688965,0.30442267656326294,0,0,1
3,6,-1.4494686,-0.3500746,0.06471984,-0.0016401055,3.0826118,-1.1381345957494793,-6.28,0.05,0.08,0.05,1.0,1.0,0.5405873087694961,1.0,1.15,0.0,1.0,4.388092517852783,0.5274564623832703,0,0,1
3,7,-1.0497823,0.05485837,0.00063058414,0.00406497,1.3500583,4.632581012766465,-2.534534076949829,0.05,0.08,0.05,1.0,1.0,0.5405873087694961,1.0,1.15,0.0,1.0,4.376965522766113,0.13772445917129517,0,0,1
4,0,-0.96224314,0.42721725,-0.052298993,-0.10626748,-2.025186,5.45609490625646,6.28,0.05,0.08,0.05,1.0,1.0,0.548789889533637,1.0,1.15,0.0,1.0,5.023709774017334,0.527977705001831,0,0,1
4,1,-1.4451653,0.05805763,0.015617538,0.050612193,-1.8175797,-6.28,2.468475293054447,0.05,0.08,0.05,1.0,1.0,0.548789889533637,1.0,1.15,0.0,1.0,2.509535551071167,0.3298313021659851,0,0,1
4,2,-0.8498123,-0.15057023,-0.0008697727,0.00902114,-1.4546533,-5.013933461210727,4.526265192039638,0.05,0.08,0.05,1.0,1.0,0.548789889533637,0.8730956315994263,1.15,0.0,1.0,5.1474175453186035,0.3997775614261627,0,0,1
4,3,-1.2525448,0.25053576,0.005549812,0.00798186,-2.190965,-5.1952535386120635,4.3947656803228865,0.05,0.08,0.05,1.0,1.0,0.548789889533637,1.0,1.15,0.0,1.0,4.945828437805176,0.29431483149528503,0,0,1
4,4,-1.3330355,-0.059928898,0.06949475,-0.0377339,-0.48929822,2.051259018870261,4.060174425088348,0.05,0.08,0.05,1.0,1.0,0.548789889533637,1.0,1.15,0.0,1.0,5.079346179962158,0.2126566767692566,0,0,1
