step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_shape,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-0.8445323,-0.44656384,0.031689003,0.021672882,0.60963666,6.28,6.28,0.09,0.04,0.05,1.0,5.0,0.47024378606247885,0.866407573223114,1.15,0.0,1.0,7.999784469604492,0.7044656276702881,1,0,1
1,1,-0.84696805,0.4483768,0.0010404253,-0.0011281954,1.5755906,-1.4986847917097825,-6.28,0.09,0.04,0.05,1.0,5.0,0.47024378606247885,0.8694928884506226,1.15,0.0,1.0,8.628962516784668,0.3817465901374817,1,0,1
1,2,-1.3498954,-0.14934705,-0.014482388,0.00555356,2.811619,2.1822088732329235,-6.28,0.09,0.04,0.05,1.0,5.0,0.47024378606247885,1.0,1.15,0.0,1.0,8.70704460144043,0.5283290147781372,0,0,1
1,3,-0.84704834,0.34832007,0.017844932,-0.012131814,-0.6128376,6.28,6.28,0.09,0.04,0.05,1.0,5.0,0.47024378606247885,0.8695945739746094,1.15,0.0,1.0,6.397435665130615,0.2844317555427551,0,0,1
1,4,-0.8539674,0.054681454,-0.03154269,0.034177274,2.3270187,3.7244987466584223,-6.28,0.09,0.04,0.05,1.0,5.0,0.47024378606247885,0.8783587217330933,1.15,0.0,1.0,8.288003921508789,0.19765353202819824,0,0,1
1,5,-1.2468776,0.24963683,0.017571723,-0.0030657405,-0.17154254,5.504880032350903,4.759055412322347,0.09,0.04,0.05,1.0,5.0,0.47024378606247885,1.0,1.15,0.0,1.0,7.863210678100586,0.30620747804641724,0,0,1
1,6,-1.0484258,0.24927147,0.004651025,-0.00447294,-0.887174,1.8079426586675267,5.5900425031500065,0.09,0.04,0.05,1.0,5.0,0.47024378606247885,1.0,1.15,0.0,1.0,8.639880180358887,0.12681280076503754,0,0,1
1,7,-0.9461787,0.44911873,0.02072073,-0.004861466,-0.22005051,6.28,5.791435656742011,0.09,0.04,0.05,1.0,5.0,0.47024378606247885,0.9951596260070801,1.15,0.0,1.0,7.5581793785095215,0.34644779562950134,0,0,1
2,0,-0.8415153,-0.4444116,0.030416775,0.021930652,0.62935275,6.28,6.28,0.09,0.04,0.05,1.0,5.0,0.46883203805564994,0.8625860214233398,1.15,0.0,1.0,8.81861400604248,0.7033525705337524,1,0,1
2,1,-0.8469793,0.44838157,0.00046834146,-0.0006365423,1.5252419,-1.3849646959195965,-6.28,0.09,0.04,0.05,1.0,5.0,0.46883203805564994,0.8695071339607239,1.15,0.0,1.0,9.739230155944824,0.381023108959198,1,0,1
