step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_shape,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-0.85185343,-0.44987544,-0.014911625,0.002004277,3.0008256,6.28,-0.4377202333190458,0.05,0.08,0.05,1.0,1.0,0.4713005056932636,0.8756809830665588,1.15,0.0,1.0,4.502380847930908,0.705984890460968,1,0,1
1,1,-0.8471584,0.45001304,0.012867749,0.00043305903,0.044816833,6.28,0.402084397836561,0.05,0.08,0.05,1.0,1.0,0.4713005056932636,0.8697339296340942,1.15,0.0,1.0,4.5716023445129395,0.38457998633384705,1,0,1
1,2,-1.3491154,-0.15030465,0.004134775,-0.0022216807,-0.51812804,0.9491376997815323,6.28,0.05,0.08,0.05,1.0,1.0,0.4713005056932636,1.0,1.15,0.0,1.0,4.457900047302246,0.5267021059989929,0,0,1
1,3,-0.84812665,0.3495397,0.0069122184,-0.0023758246,-0.34420586,6.28,2.608111249382235,0.05,0.08,0.05,1.0,1.0,0.4713005056932636,0.8709604144096375,1.15,0.0,1.0,4.8873372077941895,0.28626999258995056,0,0,1
1,4,-0.8513061,0.050268818,-0.010458551,0.0012732801,3.024411,6.219097268368468,-6.28,0.05,0.08,0.05,1.0,1.0,0.4713005056932636,0.8749877214431763,1.15,0.0,1.0,5.050591945648193,0.2041110396385193,0,0,1
1,5,-1.2455902,0.24984837,0.019454543,-0.0036618724,-0.19862317,4.082786625169976,3.954419169860411,0.05,0.08,0.05,1.0,1.0,0.4713005056932636,1.0,1.15,0.0,1.0,4.953924655914307,0.30354151129722595,0,0,1
1,6,-1.050986,0.24891938,-0.00853673,-0.008493803,-2.3621829,-6.28,5.7333150576717316,0.05,0.08,0.05,1.0,1.0,0.4713005056932636,1.0,1.15,0.0,1.0,5.074666500091553,0.1274929940700531,0,0,1
1,7,-0.95178986,0.45126688,-0.014830342,0.009258588,2.5856767,-6.28,1.4829897003577495,0.05,0.08,0.05,1.0,1.0,0.4713005056932636,1.0,1.15,0.0,1.0,3.929574966430664,0.3486398160457611,0,0,1
2,0,-0.85335535,-0.4496254,-0.014956238,0.0027571511,2.9542773,6.28,0.027859635907968167,0.05,0.08,0.05,1.0,1.0,0.471949350330621,0.8775834441184998,1.15,0.0,1.0,7.027737617492676,0.7052779197692871,1,0,1
2,1,-0.84600806,0.4501312,0.011703374,0.001770258,0.15899979,3.398023316177269,-6.28,0.05,0.08,0.05,1.0,1.0,0.471949350330621,0.8682768940925598,1.15,0.0,1.0,7.1228508949279785,0.385433554649353,1,0,1
2,2,-1.3487315,-0.15052885,0.0038821779,-0.0022949765,-0.5447695,0.6958499653134043,6.28,0.05,0.08,0.05,1.0,1.0,0.471949350330621,1.0,1.15,0.0,1.0,7.513345718383789,0.5263625979423523,0,0,1
2,3,-0.8476416,0.34930542,0.0049362043,-0.0030342329,-0.6110788,6.28,3.1184844526137336,0.05,0.08,0.05,1.0,1.0,0.471949350330621,0.8703460097312927,1.15,0.0,1.0,7.907344341278076,0.2865488529205322,0,0,1
2,4,-0.85236907,0.050390474,-0.010630124,0.0012060497,3.0302558,6.230213131798985,-6.28,0.05,0.08,0.05,1.0,1.0,0.471949350330621,0.8763341307640076,1.15,0.0,1.0,8.046768188476562,0.20313455164432526,0,0,1
2,5,-1.2439011,0.24928635,0.016873766,-0.0073985266,-0.44402117,3.2334456511176457,4.50093352313214,0.05,0.08,0.05,1.0,1.0,0.471949350330621,1.0,1.15,0.0,1.0,7.959823131561279,0.30137407779693604,0,0,1
2,6,-1.0518569,0.24806891,-0.008764385,-0.008495156,-2.3736248,-6.28,5.746480281435261,0.05,0.08,0.05,1.0,1.0,0.471949350330621,1.0,1.15,0.0,1.0,8.068343162536621,0.12707185745239258,0,0,1
2,7,-0.9532815,0.45219868,-0.014839282,0.00932867,2.5807662,-6.28,1.4676349065196277,0.05,0.08,0.05,1.0,1.0,0.471949350330621,1.0,1.15,0.0,1.0,5.814764022827148,0.3495197892189026,0,0,1
3,0,-0.8581825,-0.4482816,-0.055880293,0.020347783,2.754772,6.28,1.9430992066011281,0.05,0.08,0.05,1.0,1.0,0.4763204987452729,0.8836978077888489,1.15,0.0,1.0,9.30741024017334,0.7004274129867554,1,0,1
3,1,-0.8404531,0.45078868,0.067129284,0.0033379751,0.015696583,6.28,0.478175575478321,0.05,0.08,0.05,1.0,1.0,0.4763204987452729,0.861240565776825,1.15,0.0,1.0,9.069620132446289,0.38895106315612793,1,0,1
3,2,-1.3435868,-0.15323056,0.07320828,-0.033281207,-0.39680666,1.968378897649082,6.28,0.05,0.08,0.05,1.0,1.0,0.4763204987452729,1.0,1.15,0.0,1.0,10.085814476013184,0.5252042412757874,0,0,1
3,3,-0.84206307,0.34452805,0.06785392,-0.063388646,-0.77431643,6.1176545083233504,3.3031082977529533,0.05,0.08,0.05,1.0,1.0,0.4763204987452729,0.8632798790931702,1.15,0.0,1.0,10.446642875671387,0.28549328446388245,0,0,1
3,4,-0.8525982,0.050395384,-0.0006499826,-0.00011286074,2.6724644,5.443776054594651,-6.28,0.05,0.08,0.05,1.0,1.0,0.4763204987452729,0.876624345779419,1.15,0.0,1.0,10.56589412689209,0.1996896117925644,0,0,1
3,5,-1.2379166,0.2460614,0.07107111,-0.038526896,-0.49519423,2.9119377298717994,4.472137826892731,0.05,0.08,0.05,1.0,1.0,0.4763204987452729,1.0,1.15,0.0,1.0,10.487739562988281,0.29689809679985046,0,0,1
3,6,-1.0517642,0.24826346,0.0035410721,0.0052500027,-2.0344841,-6.28,5.116336048322386,0.05,0.08,0.05,1.0,1.0,0.4763204987452729,1.0,1.15,0.0,1.0,10.585138320922852,0.12987197935581207,0,0,1
3,7,-0.9501387,0.4506253,0.045001384,-0.01835413,2.79908,-6.28,1.5303017889440127,0.05,0.08,0.05,1.0,1.0,0.4763204987452729,1.0,1.15,0.0,1.0,7.4368486404418945,0.3492678105831146,0,0,1
4,0,-0.8638116,-0.44535497,-0.057558943,0.032950398,2.5238254,6.28,4.005542368105282,0.05,0.08,0.05,1.0,1.0,0.48198209912234546,0.890828013420105,1.15,0.0,1.0,11.23569393157959,0.693733811378479,1,0,1
