step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_shape,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-0.9469321,0.44914582,0.007983898,-0.0022527643,-0.251147,3.5144990581274027,-5.731185739040375,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.5328908382802634,0.9961139559745789,1.15,0.0,1.0,4.305149555206299,0.5561408996582031,0,0,1
1,1,-1.447471,0.050393432,8.3213e-05,-0.006671975,-1.7747738,-6.28,2.4053386566042896,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.5328908382802634,1.0,1.15,0.0,1.0,4.793083190917969,0.33045873045921326,0,0,1
1,2,-0.84903747,-0.15001847,-0.0026569227,0.0013979726,-0.14568138,-6.28,0.1404049444198599,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.5328908382802634,0.8721141219139099,1.15,0.0,1.0,5.209268569946289,0.4016508460044861,0,0,1
1,3,-1.2480718,0.24876842,0.0015079435,-0.000105139356,-1.311321,4.12900470810011,4.660621055793017,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.5328908382802634,1.0,1.15,0.0,1.0,4.9781012535095215,0.28828296065330505,0,0,1
1,4,-1.348507,-0.050058696,0.005552532,0.00048706785,-0.013790423,3.9199674402177336,1.7091726984083653,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.5328908382802634,1.0,1.15,0.0,1.0,4.957304954528809,0.22589270770549774,0,0,1
1,5,-0.9486565,-0.1508807,0.0001145673,-0.011938672,1.5236995,-1.2807254353165625,5.826072827875614,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.5328908382802634,0.9982982277870178,1.15,0.0,1.0,5.271745681762695,0.3057831823825836,0,0,1
1,6,-1.4494925,-0.35049975,0.00034951282,-0.0027932501,-1.8256501,-6.28,-6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.5328908382802634,1.0,1.15,0.0,1.0,4.420945167541504,0.5296274423599243,0,0,1
1,7,-1.0487932,0.049733747,-0.0012692197,0.000577701,0.12182747,2.5907694575935603,3.7578278007358312,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.5328908382802634,1.0,1.15,0.0,1.0,5.237289905548096,0.1351260542869568,0,0,1
2,0,-0.94634163,0.4489264,0.006336873,-0.0029562952,-0.46215504,6.28,-1.498748767971992,0.0006730183959007263,0.12509556114673615,0.05406711623072624,1.0,1.0,0.5325008448425478,0.995366096496582,1.15,0.0,1.0,5.793346405029297,0.5564203262329102,0,0,1
2,1,-1.4475657,0.04965824,0.0004094123,-0.0069547137,-1.5472543,-2.4493820041418077,5.515679252147675,0.00027990678790956736,0.12399572134017944,0.04483060538768768,1.0,1.0,0.5325008448425478,1.0,1.15,0.0,1.0,6.68100643157959,0.3304747939109802,0,0,1
