step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_total,q_shape,q_uniformity,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-0.8627673,-0.4442946,-0.11251864,0.03931561,2.8087165,6.28000020980835,4.31959867477417,0.01297256164252758,0.11702743172645569,0.010071841068565845,1.0,1.2467734813690186,0.010398496745308131,0.007146270246848822,0.017987025241713188,1.0,3.15,0.0,1.0,8.389127731323242,0.6968048810958862,0,0,1
1,1,-1.3495623,0.04810151,0.00036987907,-0.014731441,-1.5894576,6.28000020980835,0.3149997591972351,0.012606142088770866,0.1173938512802124,0.02396216243505478,1.0,1.2031691074371338,0.010398496745308131,0.007146270246848822,0.017987025241713188,1.0,3.15,0.0,1.0,9.048765182495117,0.09723372757434845,0,0,1
1,2,-1.4585979,0.45097747,-0.060930688,0.014744283,2.8736308,0.4415474832057953,6.28000020980835,0.012978767976164818,0.11702122539281845,0.014525639824569225,1.0,1.1715978384017944,0.010398496745308131,0.007146270246848822,0.017987025241713188,1.0,3.15,0.0,1.0,8.42048168182373,0.5528393387794495,0,0,1
1,3,-1.3507148,-0.045773245,-0.0027658239,0.030956024,1.6682204,0.3149997591972351,6.28000020980835,0.007625428494066,0.12237456440925598,0.017663253471255302,1.0,1.1733670234680176,0.010398496745308131,0.007146270246848822,0.017987025241713188,1.0,3.15,0.0,1.0,8.845739364624023,0.09971044212579727,0,0,1
1,4,-1.450005,0.04831654,-0.008292504,-0.010096001,-2.3332806,-0.9424965977668762,6.28000020980835,0.013525597751140594,0.11647439748048782,0.023244569078087807,1.0,1.2127095460891724,0.010398496745308131,0.007146270246848822,0.017987025241713188,1.0,3.15,0.0,1.0,8.631003379821777,0.20362748205661774,1,0,1
1,5,-1.4538524,-0.039592374,-0.020240672,0.07660245,1.8069334,6.28000020980835,-0.9369015693664551,0.00967086385935545,0.12032913416624069,0.015299630351364613,1.0,1.1655819416046143,0.010398496745308131,0.007146270246848822,0.017987025241713188,1.0,3.15,0.0,1.0,8.227479934692383,0.20671726763248444,1,0,1
1,6,-0.85163116,0.44928017,-0.02545616,-0.011378264,-2.6562557,3.829371929168701,6.28000020980835,0.017062587663531303,0.11293740570545197,0.011683100834488869,1.0,1.1645596027374268,0.010398496745308131,0.007146270246848822,0.017987025241713188,1.0,3.15,0.0,1.0,8.504749298095703,0.705906331539154,0,0,1
1,7,-1.4459487,-0.44888544,0.01588398,0.0052430974,1.0240883,4.156932353973389,6.28000020980835,0.011244604364037514,0.11875539273023605,0.017136842012405396,1.0,1.206612229347229,0.010398496745308131,0.007146270246848822,0.017987025241713188,1.0,3.15,0.0,1.0,8.905213356018066,0.5502157211303711,0,0,1
2,0,-0.872991,-0.44056734,-0.098751724,0.039179377,2.7539496,6.28000020980835,4.355236053466797,0.01357573177665472,0.11642426252365112,0.0014417042257264256,1.0,1.189660668373108,0.010626646587166177,0.007218415359816606,0.018579186117648507,1.0,3.15,0.0,1.0,9.277336120605469,0.6889359354972839,0,0,1
2,1,-1.34989,0.042514905,-0.008150156,-0.066177376,-1.7321869,6.28000020980835,0.3149997591972351,0.006181564647704363,0.12381842732429504,0.02468128874897957,1.0,1.2009137868881226,0.010626646587166177,0.007218415359816606,0.018579186117648507,1.0,3.15,0.0,1.0,10.293272018432617,0.09067579358816147,1,0,1
2,2,-1.4630181,0.45281962,0.031405266,0.020305831,2.9666271,0.3149997591972351,6.28000020980835,0.013181020505726337,0.11681897938251495,0.01603461615741253,1.0,1.2105460166931152,0.010626646587166177,0.007218415359816606,0.018579186117648507,1.0,3.15,0.0,1.0,9.524340629577637,0.5543504357337952,0,0,1
2,3,-1.3517078,-0.0399487,-0.015942907,0.06453836,1.8446119,0.3149997591972351,6.28000020980835,0.0071517410688102245,0.12284824997186661,0.025730032473802567,1.0,1.1825275421142578,0.010626646587166177,0.007218415359816606,0.018579186117648507,1.0,3.15,0.0,1.0,10.134934425354004,0.09472174197435379,1,0,1
2,4,-1.4530939,0.045007367,-0.03329498,-0.04273975,-2.198004,-1.9198023080825806,6.28000020980835,0.0073859067633748055,0.12261408567428589,0.027438750490546227,1.0,1.2277644872665405,0.010626646587166177,0.007218415359816606,0.018579186117648507,1.0,3.15,0.0,1.0,9.911789894104004,0.20243722200393677,1,0,1
2,5,-1.4546613,-0.033758312,-0.0016887104,0.054085992,1.5700294,6.28000020980835,-1.4686007499694824,0.006387511733919382,0.12361247837543488,0.016675356775522232,1.0,1.192496418952942,0.010626646587166177,0.007218415359816606,0.018579186117648507,1.0,3.15,0.0,1.0,9.399344444274902,0.20296598970890045,1,0,1
