step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_shape,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-1.35,-0.25,5.6759947e-10,1.06897186e-10,-1.3846447,-6.28,3.1367775863404668,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.445660948753357,0.39227229356765747,0,0,1
1,1,-1.25,-0.35,2.8193273e-10,5.0409593e-10,-0.50994307,-0.24501765100523354,5.705490883847156,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.4469200372695923,0.4540071189403534,0,0,1
1,2,-1.15,-0.15,5.423903e-10,-1.9852457e-10,-1.9216695,-6.28,4.668656072961662,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.448070764541626,0.2147613763809204,0,0,1
1,3,-1.15,0.15,4.6523438e-10,-3.4227826e-10,-2.2050896,3.552603167473778,-6.28,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.4314810037612915,0.12936265766620636,0,0,1
1,4,-1.25,0.05,2.9594255e-10,-4.960018e-10,-2.603635,4.240813768091084,-1.0172163832142775,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.4351134300231934,0.10101527720689774,0,0,1
1,5,-1.15,0.45,4.0850087e-10,-4.0831824e-10,-2.3559713,1.2685197298158517,6.28,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,0.21840430796146393,0.4716449975967407,0,0,1
1,6,-1.15,0.05,-5.6584987e-10,1.1580757e-10,1.3689227,4.662911938116396,-3.963628843136168,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.4008753299713135,0.0202031172811985,0,0,1
1,7,-0.85,0.35,3.881479e-10,-4.2771311e-10,-2.4046516,1.8173920860209944,5.068036461687524,0.05,0.08,0.05,1.0,1.0,0.52589657820692,0.8733333349227905,1.15,0.0,1.0,1.4480143785476685,0.5050762295722961,0,0,1
2,0,-1.35,-0.25,-9.334828e-10,-1.7580455e-10,-1.3846447,-6.28,3.1367775863404668,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.746755838394165,0.39227229356765747,0,0,1
2,1,-1.25,-0.35,-4.636697e-10,-8.2904394e-10,-0.50994307,-0.24501765100523354,5.705490883847156,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.74914813041687,0.4540071189403534,0,0,1
2,2,-1.15,-0.15,-8.9202573e-10,3.264974e-10,-1.9216695,-6.28,4.668656072961662,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.7513344287872314,0.2147613763809204,0,0,1
2,3,-1.15,0.15,-7.651346e-10,5.6291927e-10,-2.2050896,3.552603167473778,-6.28,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.719813823699951,0.12936265766620636,0,0,1
2,4,-1.25,0.05,-4.8671167e-10,8.15733e-10,-2.603635,4.240813768091084,-1.0172163832142775,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.726715564727783,0.10101527720689774,0,0,1
