step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_total,q_shape,q_uniformity,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-0.94705504,-0.14435661,0.014923206,0.039602213,1.2207301,3.770228147506714,6.28000020980835,0.05867233872413635,0.07132766395807266,0.03500000014901161,1.0,1.4979230165481567,0.22532874163399808,0.10106289461268488,0.5152823846837289,1.0,1.05,0.0,1.0,8.500802040100098,0.2606164515018463,0,0,1
1,1,-1.3519729,0.14835237,-0.015231146,-0.009946004,-2.5686808,-4.227828502655029,6.027828693389893,0.014709851704537868,0.11529014259576797,0.03500000014901161,1.0,1.2781964540481567,0.22532874163399808,0.10106289461268488,0.5152823846837289,1.0,1.05,0.0,1.0,8.003713607788086,0.31133776903152466,0,0,1
1,2,-1.05573,0.45165524,-0.0475285,0.012020086,2.9006095,-4.0345458984375,5.834546089172363,0.013785951770842075,0.11621404439210892,0.015135550871491432,1.0,1.1347659826278687,0.22532874163399808,0.10106289461268488,0.5152823846837289,1.0,1.05,0.0,1.0,7.091524600982666,0.5212653279304504,0,0,1
1,3,-1.0495806,-0.44960144,0.0021434058,0.0024409427,0.87256634,2.015094041824341,6.28000020980835,0.01308068260550499,0.11691931635141373,0.010508512146770954,1.0,1.1852364540100098,0.22532874163399808,0.10106289461268488,0.5152823846837289,1.0,1.05,0.0,1.0,7.5528998374938965,0.5212867856025696,0,0,1
1,4,-1.3434752,-0.1473581,0.037627473,0.017875487,0.450001,5.059403419494629,6.28000020980835,0.028844797983765602,0.10115519911050797,0.029731890186667442,1.0,1.454580545425415,0.22532874163399808,0.10106289461268488,0.5152823846837289,1.0,1.05,0.0,1.0,8.189712524414062,0.3032997250556946,0,0,1
1,5,-1.1465479,0.14527239,0.018050022,-0.032777574,-1.0808103,-4.991555213928223,6.28000020980835,0.01277394313365221,0.11722604930400848,0.0066266776993870735,1.0,1.1880838871002197,0.22532874163399808,0.10106289461268488,0.5152823846837289,1.0,1.05,0.0,1.0,8.323707580566406,0.16754207015037537,0,0,1
1,6,-1.1482768,-0.15062504,0.011922209,-0.004040862,2.8033874,-5.024224281311035,6.28000020980835,0.013739250600337982,0.11626074463129044,0.025706298649311066,1.0,1.2243022918701172,0.22532874163399808,0.10106289461268488,0.5152823846837289,1.0,1.05,0.0,1.0,8.331501007080078,0.17515167593955994,0,0,1
1,7,-0.9424027,0.15110561,0.044098414,0.0060792672,0.13774525,6.28000020980835,-4.785000324249268,0.06372032314538956,0.06627967953681946,0.03500000014901161,1.0,1.5865117311477661,0.22532874163399808,0.10106289461268488,0.5152823846837289,1.0,1.05,0.0,1.0,8.477560043334961,0.2688211500644684,0,0,1
2,0,-0.94407827,-0.1359935,0.031095404,0.09560525,1.2742553,2.647275447845459,6.28000020980835,0.041689224541187286,0.08831077069044113,0.03500000014901161,1.0,1.3811169862747192,0.22466293958335004,0.10564348591739593,0.502374998137243,1.0,1.05,0.0,1.0,8.411629676818848,0.2571301758289337,0,0,1
2,1,-1.3534079,0.14721322,-0.0131679475,-0.013484563,-2.2768102,-4.252354621887207,6.052354335784912,0.009517356753349304,0.12048263847827911,0.03500000014901161,1.0,1.2723785638809204,0.22466293958335004,0.10564348591739593,0.502374998137243,1.0,1.05,0.0,1.0,8.051718711853027,0.3125201165676117,0,0,1
2,2,-1.0581489,0.45205283,-0.018613443,0.00014231622,-3.0929203,-3.916071891784668,5.716071605682373,0.01259643491357565,0.11740356683731079,0.010378398001194,1.0,1.1609547138214111,0.22466293958335004,0.10564348591739593,0.502374998137243,1.0,1.05,0.0,1.0,6.749156951904297,0.5187708735466003,0,0,1
2,3,-1.0455805,-0.4443167,0.046911076,0.06860828,0.9947824,1.9921541213989258,6.28000020980835,0.013295079581439495,0.11670491844415665,0.011979373171925545,1.0,1.1903846263885498,0.22466293958335004,0.10564348591739593,0.502374998137243,1.0,1.05,0.0,1.0,7.65043830871582,0.5179941654205322,0,0,1
2,4,-1.3346407,-0.14298764,0.101079084,0.051752463,0.48125634,5.092608451843262,6.28000020980835,0.017167415469884872,0.11283257603645325,0.03500000014901161,1.0,1.3500971794128418,0.22466293958335004,0.10564348591739593,0.502374998137243,1.0,1.05,0.0,1.0,8.281585693359375,0.2950996160507202,0,0,1
2,5,-1.1455898,0.14375009,0.0093074385,-0.010242285,-0.7579804,-4.785000324249268,6.28000020980835,0.008970030583441257,0.12102996557950974,0.0005934152286499739,1.0,1.1672202348709106,0.22466293958335004,0.10564348591739593,0.502374998137243,1.0,1.05,0.0,1.0,8.402865409851074,0.16373199224472046,0,0,1
2,6,-1.1490457,-0.1504943,-0.012863729,0.001367315,3.134347,-4.839983940124512,6.149045944213867,0.009036819450557232,0.12096317857503891,0.03500000014901161,1.0,1.2461050748825073,0.22466293958335004,0.10564348591739593,0.502374998137243,1.0,1.05,0.0,1.0,8.417839050292969,0.17774827778339386,0,0,1
2,7,-0.9403192,0.15117511,0.016362118,-0.0024627033,-0.1952267,6.28000020980835,-4.785000324249268,0.05165642499923706,0.07834357023239136,0.03500000014901161,1.0,1.4229992628097534,0.22466293958335004,0.10564348591739593,0.502374998137243,1.0,1.05,0.0,1.0,8.532238960266113,0.2676875591278076,0,0,1
3,0,-0.9418495,-0.12710215,0.017350988,0.088120274,1.3950653,1.7005475759506226,6.28000020980835,0.023088866844773293,0.10691112279891968,0.03500000014901161,1.0,1.2575089931488037,0.2265167654812879,0.11322587290727769,0.4908621814873117,1.0,1.05,0.0,1.0,8.21087646484375,0.2532248795032501,0,0,1
