step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_shape,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-1.35,-0.25,-5.650235e-10,-1.1976765e-10,1.7796738,6.28,6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.52589657820692,1.0,1.15,0.0,1.0,1.7603566646575928,0.39227229356765747,0,0,1
1,1,-1.25,-0.35,3.4243422e-10,-4.651177e-10,-2.5069623,-2.663595306873322,-6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.52589657820692,1.0,1.15,0.0,1.0,1.758413314819336,0.4540071189403534,0,0,1
1,2,-1.15,-0.15,3.6557443e-10,4.4716075e-10,-0.68534803,-6.28,6.093024731576442,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.52589657820692,1.0,1.15,0.0,1.0,1.7625510692596436,0.2147613763809204,0,0,1
1,3,-1.15,0.15,-4.1164017e-10,4.0515272e-10,0.79334074,3.2117567521333696,6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.52589657820692,1.0,1.15,0.0,1.0,1.7424662113189697,0.12936265766620636,0,0,1
1,4,-1.25,0.05,-3.492821e-10,-4.5999748e-10,2.492158,5.053429496586323,6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.52589657820692,1.0,1.15,0.0,1.0,1.738728404045105,0.10101527720689774,0,0,1
1,5,-1.15,0.45,-2.969232e-10,4.954111e-10,0.5399391,-3.6203378450870516,-6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.52589657820692,1.0,1.15,0.0,1.0,0.25457659363746643,0.4716449975967407,0,0,1
1,6,-1.15,0.05,2.4938573e-10,-5.209644e-10,-2.6951296,-2.145413661599159,-6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.52589657820692,1.0,1.15,0.0,1.0,1.7126092910766602,0.0202031172811985,0,0,1
1,7,-0.85,0.35,-5.7731864e-10,-1.7321476e-11,1.6007906,-6.28,-3.8455262756347652,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.52589657820692,0.8733333349227905,1.15,0.0,1.0,1.762499451637268,0.5050762295722961,0,0,1
2,0,-1.35,-0.25,9.292527e-10,1.9697227e-10,1.7796738,6.28,6.28,0.00012366964074317366,0.12605144083499908,0.04794735088944435,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,3.344677686691284,0.39227229356765747,0,0,1
2,1,-1.25,-0.35,-5.631723e-10,7.649424e-10,-2.5069623,-2.663595306873322,-6.28,9.287058492191136e-05,0.12443958967924118,0.046104662120342255,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,3.3409852981567383,0.4540071189403534,0,0,1
2,2,-1.15,-0.15,-6.012339e-10,-7.3541134e-10,-0.68534803,-6.28,6.093024731576442,0.0005661850445903838,0.12546569108963013,0.036068934947252274,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,3.3488471508026123,0.2147613763809204,0,0,1
2,3,-1.15,0.15,6.7699e-10,-6.663194e-10,0.79334074,3.2117567521333696,6.28,0.0003293797199148685,0.12546439468860626,0.04977903142571449,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,3.310685873031616,0.12936265766620636,0,0,1
2,4,-1.25,0.05,5.744376e-10,7.5651974e-10,2.492158,5.053429496586323,6.28,0.00010330974328098819,0.12430312484502792,0.05056903883814812,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,3.303583860397339,0.10101527720689774,0,0,1
2,5,-1.15,0.45,4.8832627e-10,-8.1476015e-10,0.5399391,-3.6203378450870516,-6.28,0.0010654798243194818,0.12611867487430573,0.05733390897512436,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,0.48369553685188293,0.4716449975967407,0,0,1
2,6,-1.15,0.05,-4.1014647e-10,8.567876e-10,-2.6951296,-2.145413661599159,-6.28,8.491343032801524e-05,0.12375583499670029,0.053499314934015274,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,3.253957748413086,0.0202031172811985,0,0,1
2,7,-0.85,0.35,9.494666e-10,2.8487365e-11,1.6007906,-6.28,-3.8455262756347652,0.00034887404763139784,0.12478619068861008,0.047101523727178574,1.0,1.0,0.52589657820692,0.8733333349227905,1.15,0.0,1.0,3.3487489223480225,0.5050762295722961,0,0,1
3,0,-1.3520836,-0.2401705,-0.026009953,0.12270616,1.7796745,6.28,5.7819822743535045,0.0001391460682498291,0.12659230828285217,0.035176753997802734,1.0,1.0,0.5424589333581497,1.0,1.15,0.0,1.0,4.222650527954102,0.3861770033836365,0,0,1
