step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_total,q_shape,q_uniformity,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-2.3456664,0.2501559,0.027972322,0.008971572,0.35300204,6.28000020980835,0.3149997591972351,0.0025198133662343025,0.1274801790714264,0.029518045485019684,1.0,1.0830471515655518,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.347763538360596,0.3883148431777954,0,0,1
1,1,-2.7470605,-0.84681994,0.022919206,0.02869602,0.8981844,5.41145133972168,6.28000020980835,0.009618335403501987,0.120381660759449,0.01326137688010931,1.0,1.1748229265213013,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.488872051239014,0.9163723587989807,1,0,1
1,2,-2.4463468,-0.5497956,0.012249162,-0.005689926,-0.4309848,0.6763361692428589,6.28000020980835,0.009006645530462265,0.12099335342645645,0.015799283981323242,1.0,1.1215462684631348,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.441592216491699,0.6139268279075623,1,0,1
1,3,-2.4506912,-0.95296943,-0.0040417598,-0.024292082,-1.7346331,6.28000020980835,0.3149997591972351,0.007393261883407831,0.12260673195123672,0.012613353319466114,1.0,1.1203616857528687,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.175864219665527,1.0,1,0,1
1,4,-2.8493555,-0.95241565,0.010062492,-0.025601773,-1.1327472,0.3149997591972351,6.28000020980835,0.005265358369797468,0.12473463267087936,0.018907614052295685,1.0,1.1392252445220947,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.482924938201904,1.0,1,0,1
1,5,-2.8491485,0.54837644,-0.014696048,-0.01868178,-2.1334288,2.1982483863830566,6.28000020980835,0.010123468935489655,0.11987651884555817,0.011432950384914875,1.0,1.1390427350997925,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.453766345977783,0.6359655857086182,1,0,1
1,6,-2.7490776,0.85292655,0.00033212767,0.019946078,1.6648939,6.28000020980835,0.3149997591972351,0.004499094560742378,0.1255009025335312,0.0018089845543727279,1.0,1.1902949810028076,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.50472354888916,0.9199211001396179,1,0,1
1,7,-2.8472555,-0.34951517,0.01051463,-0.0006345204,-0.04403119,3.660029649734497,6.28000020980835,0.007352649699896574,0.12264734506607056,0.014656989835202694,1.0,1.2110824584960938,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.4277215003967285,0.4510020911693573,0,0,1
1,8,-2.3489034,-0.24842542,0.006764304,0.011834472,1.0640465,2.473762035369873,6.28000020980835,0.004434391390532255,0.12556560337543488,0.013065245933830738,1.0,1.1758590936660767,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.311573028564453,0.38677701354026794,0,0,1
1,9,-2.3473365,-0.14948964,0.003987467,0.004844842,1.1036038,1.5563451051712036,6.28000020980835,0.006523158401250839,0.12347683310508728,0.025493258610367775,1.0,1.1831270456314087,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.429309844970703,0.32465243339538574,0,0,1
1,10,-2.3547108,0.16008548,-0.02502808,0.07496666,1.870641,0.7669251561164856,6.28000020980835,0.007651211693882942,0.12234878540039062,0.013858869671821594,1.0,1.1946855783462524,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.32580041885376,0.3219947814941406,0,0,1
1,11,-2.4494295,0.94982135,-0.015867634,-0.0033438792,-2.8003678,1.7421298027038574,6.28000020980835,0.007762525696307421,0.12223746627569199,0.0088728629052639,1.0,1.1725993156433105,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,4.326450824737549,1.0,1,0,1
1,12,-2.8500423,0.9596054,0.0091617685,0.069879375,1.4177965,6.28000020980835,0.3149997591972351,0.014067525044083595,0.11593246459960938,0.0149214006960392,1.0,1.163374900817871,0.034786777363784945,0.0002978585894882434,0.11526092117047726,1.0,3.15,0.0,1.0,5.3489179611206055,1.0,1,0,1
