step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_shape,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-1.35,-0.25,-2.850647e-10,-5.023283e-10,2.625423,4.317933660927505,-4.968833793918914,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.559574842453003,0.39227229356765747,0,0,1
1,1,-1.25,-0.35,-3.2866562e-10,4.749466e-10,0.6053406,5.82475656547374,5.538288359518937,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.5626033544540405,0.4540071189403534,0,0,1
1,2,-1.15,-0.15,3.918742e-10,4.2430062e-10,-0.7456888,-0.8930035345782211,4.106211859401227,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.5583906173706055,0.2147613763809204,0,0,1
1,3,-1.15,0.15,2.0323196e-10,-5.4064386e-10,-2.782027,2.4083276348914473,-6.28,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.5684561729431152,0.12936265766620636,0,0,1
1,4,-1.25,0.05,-5.7448896e-10,-5.964488e-11,1.6742482,-4.888728110444177,4.588381798899737,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.5081796646118164,0.10101527720689774,0,0,1
1,5,-1.15,0.45,3.7086853e-10,4.4277834e-10,-0.69724715,6.28,5.763326458280709,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,0.39320889115333557,0.4716449975967407,0,0,1
1,6,-1.15,0.05,1.5088734e-10,-5.575215e-10,-2.8772848,-6.28,0.8697887768999393,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,1.503167986869812,0.0202031172811985,0,0,1
1,7,-0.85,0.35,4.763276e-10,-3.2666203e-10,-2.1719236,2.8970518392519953,4.824637566220536,0.05,0.08,0.05,1.0,1.0,0.52589657820692,0.8733333349227905,1.15,0.0,1.0,1.558327078819275,0.5050762295722961,0,0,1
2,0,-1.35,-0.25,4.688222e-10,8.261401e-10,2.625423,4.317933660927505,-4.968833793918914,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.9631922245025635,0.39227229356765747,0,0,1
2,1,-1.25,-0.35,5.4052923e-10,-7.811069e-10,0.6053406,5.82475656547374,5.538288359518937,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.9689464569091797,0.4540071189403534,0,0,1
2,2,-1.15,-0.15,-6.444836e-10,-6.9781475e-10,-0.7456888,-0.8930035345782211,4.106211859401227,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.960942268371582,0.2147613763809204,0,0,1
2,3,-1.15,0.15,-3.3423675e-10,8.8915325e-10,-2.782027,2.4083276348914473,-6.28,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.9800667762756348,0.12936265766620636,0,0,1
2,4,-1.25,0.05,9.448163e-10,9.809305e-11,1.6742482,-4.888728110444177,4.588381798899737,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.865541458129883,0.10101527720689774,0,0,1
2,5,-1.15,0.45,-6.0993166e-10,-7.281975e-10,-0.69724715,6.28,5.763326458280709,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,0.7470968961715698,0.4716449975967407,0,0,1
2,6,-1.15,0.05,-2.48154e-10,9.1691266e-10,-2.8772848,-6.28,0.8697887768999393,0.05,0.08,0.05,1.0,1.0,0.52589657820692,1.0,1.15,0.0,1.0,2.8560192584991455,0.0202031172811985,0,0,1
2,7,-0.85,0.35,-7.833798e-10,5.372358e-10,-2.1719236,2.8970518392519953,4.824637566220536,0.05,0.08,0.05,1.0,1.0,0.52589657820692,0.8733333349227905,1.15,0.0,1.0,2.9608213901519775,0.5050762295722961,0,0,1
3,0,-1.3495715,-0.25031033,0.0050783455,-0.0043514026,2.3626077,4.827179159700252,-3.085743581643181,0.05,0.08,0.05,1.0,1.0,0.48047858484655115,1.0,1.15,0.0,1.0,3.5123119354248047,0.3932228982448578,0,0,1
3,1,-1.2425115,-0.34485617,0.09373611,0.06393693,0.59704256,5.780701449786609,5.56162166934982,0.05,0.08,0.05,1.0,1.0,0.48047858484655115,1.0,1.15,0.0,1.0,3.5202629566192627,0.44621729850769043,0,0,1
3,2,-1.1480078,-0.15163736,0.025958885,-0.01904016,-0.6049522,-0.3046731376907058,3.987061260821687,0.05,0.08,0.05,1.0,1.0,0.48047858484655115,1.0,1.15,0.0,1.0,3.510526180267334,0.21571098268032074,0,0,1
3,3,-1.1469812,0.15080231,0.038863216,0.0064952644,-3.0275943,2.4547096711584704,-6.28,0.05,0.08,0.05,1.0,1.0,0.48047858484655115,1.0,1.15,0.0,1.0,3.5142953395843506,0.13118958473205566,0,0,1
3,4,-1.2499443,0.049785834,0.00094395044,-0.0023026117,1.943331,0.0862015718555105,3.841711880607151,0.05,0.08,0.05,1.0,1.0,0.48047858484655115,1.0,1.15,0.0,1.0,3.376885414123535,0.1040208488702774,0,0,1
3,5,-1.1426601,0.44377366,0.09126382,-0.078346446,-0.71222824,6.28,5.713866333647904,0.05,0.08,0.05,1.0,1.0,0.48047858484655115,1.0,1.15,0.0,1.0,1.0700085163116455,0.46560031175613403,0,0,1
3,6,-1.1458987,0.051483106,0.050057996,0.022693144,-2.675067,-6.28,0.6584728053001365,0.05,0.08,0.05,1.0,1.0,0.48047858484655115,1.0,1.15,0.0,1.0,3.3395349979400635,0.023212729021906853,0,0,1
3,7,-0.85335445,0.34485385,-0.040696885,-0.06551351,-2.116306,2.931327554086716,4.655787947705989,0.05,0.08,0.05,1.0,1.0,0.48047858484655115,0.877582311630249,1.15,0.0,1.0,3.510389566421509,0.49669671058654785,0,0,1
4,0,-1.349112,-0.25084007,0.004681387,-0.0056248736,2.0214968,5.317020467690912,-0.7078682641924982,0.05,0.08,0.05,1.0,1.0,0.4896772316496242,1.0,1.15,0.0,1.0,3.635134696960449,0.39459314942359924,0,0,1
4,1,-1.2330835,-0.33851302,0.094534494,0.06304838,0.5868671,5.627701381119488,5.544682081377744,0.05,0.08,0.05,1.0,1.0,0.4896772316496242,1.0,1.15,0.0,1.0,3.6428418159484863,0.4365811347961426,0,0,1
4,2,-1.1452032,-0.15324919,0.029275846,-0.014208423,-0.42863023,0.40149328153316965,3.803576446740689,0.05,0.08,0.05,1.0,1.0,0.4896772316496242,1.0,1.15,0.0,1.0,3.6342411041259766,0.2163924276828766,0,0,1
4,3,-1.1431879,0.15067528,0.036658354,-0.006404706,2.9401917,4.288171890779808,-5.547547146152276,0.05,0.08,0.05,1.0,1.0,0.4896772316496242,1.0,1.15,0.0,1.0,3.566667079925537,0.13222616910934448,0,0,1
4,4,-1.2497989,0.049559824,0.0015320828,-0.0024204205,2.2992284,-0.09671833237043445,3.901762904921147,0.05,0.08,0.05,1.0,1.0,0.4896772316496242,1.0,1.15,0.0,1.0,3.4810104370117188,0.10771708935499191,0,0,1
4,5,-1.1336125,0.4358241,0.08990212,-0.08015918,-0.7305968,6.28,5.648298377985624,0.05,0.08,0.05,1.0,1.0,0.4896772316496242,1.0,1.15,0.0,1.0,1.3560816049575806,0.45797574520111084,0,0,1
4,6,-1.1413584,0.054446515,0.03935582,0.03236733,-2.4168801,-6.28,3.3636558474182507,0.05,0.08,0.05,1.0,1.0,0.4896772316496242,1.0,1.15,0.0,1.0,3.3708744049072266,0.02753857895731926,0,0,1
4,7,-0.8571485,0.3381213,-0.03611844,-0.06839871,-2.048255,2.9581010284529143,4.438290441860588,0.05,0.08,0.05,1.0,1.0,0.4896772316496242,0.8823881149291992,1.15,0.0,1.0,3.634124755859375,0.4863198697566986,0,0,1
5,0,-1.3494374,-0.24964246,-0.0028740482,0.016837643,1.674094,5.575643495047287,1.095417029609068,0.05,0.08,0.05,1.0,1.0,0.4997138186305028,1.0,1.15,0.0,1.0,3.653834819793701,0.3948422968387604,0,0,1
5,1,-1.2236089,-0.33227006,0.09507628,0.062229976,0.5786508,5.240244823960059,5.4486550673853404,0.05,0.08,0.05,1.0,1.0,0.4997138186305028,1.0,1.15,0.0,1.0,3.6600136756896973,0.42760008573532104,0,0,1
5,2,-1.1418185,-0.15447868,0.035565257,-0.010638355,-0.2726754,0.9569972396073604,3.6296215458346963,0.05,0.08,0.05,1.0,1.0,0.4997138186305028,1.0,1.15,0.0,1.0,3.653360605239868,0.2174459844827652,0,0,1
5,3,-1.1431851,0.15067092,-0.012525782,0.004308299,2.7625558,4.598079200580607,-3.8203016621099164,0.05,0.08,0.05,1.0,1.0,0.4997138186305028,1.0,1.15,0.0,1.0,3.474332094192505,0.13235560059547424,0,0,1
5,4,-1.2521594,0.051604815,-0.030811135,0.024702787,2.4891768,-0.5349481815224683,3.8963865680273635,0.05,0.08,0.05,1.0,1.0,0.4997138186305028,1.0,1.15,0.0,1.0,3.4977874755859375,0.11348855495452881,0,0,1
5,5,-1.1247462,0.4277316,0.08816826,-0.08174761,-0.7502397,6.28,5.442916750950772,0.05,0.08,0.05,1.0,1.0,0.4997138186305028,1.0,1.15,0.0,1.0,1.594084620475769,0.4496583640575409,0,0,1
5,6,-1.1381338,0.058204185,0.028476952,0.041108895,-2.147491,-6.28,3.8368964937191414,0.05,0.08,0.05,1.0,1.0,0.4997138186305028,1.0,1.15,0.0,1.0,3.3106939792633057,0.031889475882053375,0,0,1
