step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_total,q_shape,q_uniformity,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-0.94995594,0.24998371,0.0001293784,-9.095762e-05,-0.8014378,6.28000020980835,3.0788888931274414,0.022898370400071144,0.10710162669420242,0.007990367710590363,1.0,1.192922830581665,0.040378967734979745,0.024312936168024123,0.07786637472454286,1.0,1.15,0.0,1.0,4.4862871170043945,0.36555248498916626,0,0,1
1,1,-0.8499526,-0.24999669,0.0001522313,-3.279629e-05,2.738159,6.28000020980835,4.509606838226318,0.008072697557508945,0.12192729860544205,0.016035577282309532,1.0,1.2496834993362427,0.040378967734979745,0.024312936168024123,0.07786637472454286,1.0,1.15,0.0,1.0,4.26077127456665,0.32346051931381226,0,0,1
1,2,-0.84959674,0.33813894,-0.0020264257,-0.09275492,-1.6185008,6.28000020980835,4.7309441566467285,0.010304301977157593,0.11969569325447083,0.0,1.0,1.2681667804718018,0.040378967734979745,0.024312936168024123,0.07786637472454286,1.0,1.15,0.0,1.0,3.928208827972412,0.5036656260490417,0,0,1
1,3,-0.85515285,-0.3606087,-0.050870873,-0.081081666,-2.1477187,6.28000020980835,0.3149997591972351,0.006587243638932705,0.12341275066137314,0.013767034746706486,1.0,1.1277834177017212,0.040378967734979745,0.024312936168024123,0.07786637472454286,1.0,1.15,0.0,1.0,2.666358709335327,0.41815871000289917,0,0,1
1,4,-1.1570122,-0.34804848,-0.054090045,0.00366036,3.1150882,6.28000020980835,1.5594896078109741,0.009465580806136131,0.12053442001342773,0.006599142216145992,1.0,1.180753231048584,0.040378967734979745,0.024312936168024123,0.07786637472454286,1.0,1.15,0.0,1.0,3.879991292953491,0.3577292859554291,0,0,1
1,5,-0.96236354,-0.35204574,-0.086552285,-0.012447696,-2.9850347,6.28000020980835,2.245833396911621,0.00608830014243722,0.12391170114278793,0.009565743617713451,1.0,1.178471565246582,0.040378967734979745,0.024312936168024123,0.07786637472454286,1.0,1.15,0.0,1.0,3.360441207885742,0.3573122024536133,0,0,1
1,6,-1.4499604,0.04999697,0.00014565728,-2.5665715e-05,-0.22570157,6.145012378692627,5.854987621307373,0.003973883576691151,0.12602609395980835,0.02882101945579052,1.0,1.218592882156372,0.040378967734979745,0.024312936168024123,0.07786637472454286,1.0,1.15,0.0,1.0,3.9753470420837402,0.468642920255661,0,0,1
1,7,-1.349987,0.2499971,0.00014891589,-9.645993e-06,3.010168,0.3149997591972351,6.28000020980835,0.00550828268751502,0.12449170649051666,0.012016819790005684,1.0,1.1500325202941895,0.040378967734979745,0.024312936168024123,0.07786637472454286,1.0,1.15,0.0,1.0,4.032719135284424,0.48474201560020447,0,0,1
2,0,-0.94499445,0.2444471,0.05987894,-0.07189507,-0.8939961,6.28000020980835,3.05019211769104,0.017570875585079193,0.11242911964654922,0.002180506242439151,1.0,1.177696704864502,0.043343779354579934,0.02623240668152811,0.08327031559170085,1.0,1.15,0.0,1.0,4.404454231262207,0.3653581440448761,0,0,1
2,1,-0.85778797,-0.24644972,-0.09749849,0.04651011,2.6869078,6.28000020980835,4.594504356384277,0.008923521265387535,0.12107647955417633,0.013486784882843494,1.0,1.2054054737091064,0.043343779354579934,0.02623240668152811,0.08327031559170085,1.0,1.15,0.0,1.0,4.004847526550293,0.31412801146507263,0,0,1
2,2,-0.8505532,0.3274559,-0.012191783,-0.11112892,-1.6904156,6.28000020980835,4.991260528564453,0.008603029884397984,0.12139695882797241,0.0,1.0,1.209238052368164,0.043343779354579934,0.02623240668152811,0.08327031559170085,1.0,1.15,0.0,1.0,3.94254994392395,0.4964364767074585,0,0,1
2,3,-0.85974365,-0.36659902,-0.04691772,-0.0504063,-2.3550155,6.28000020980835,0.3149997591972351,0.007991623133420944,0.12200837582349777,0.011579531244933605,1.0,1.1511485576629639,0.043343779354579934,0.02623240668152811,0.08327031559170085,1.0,1.15,0.0,1.0,2.837358236312866,0.4200582206249237,0,0,1
2,4,-1.1643844,-0.34790123,-0.078199275,0.0061385897,3.031674,6.28000020980835,0.8030880689620972,0.013093290850520134,0.11690670251846313,0.009320970624685287,1.0,1.151651382446289,0.043343779354579934,0.02623240668152811,0.08327031559170085,1.0,1.15,0.0,1.0,3.9462313652038574,0.3565528094768524,0,0,1
2,5,-0.97080475,-0.3533142,-0.08458387,-0.00825556,-3.0731595,6.28000020980835,1.8206775188446045,0.005895265843719244,0.12410472333431244,0.009601978585124016,1.0,1.169640064239502,0.043343779354579934,0.02623240668152811,0.08327031559170085,1.0,1.15,0.0,1.0,3.5209696292877197,0.3538309633731842,0,0,1
2,6,-1.4406168,0.047817256,0.11646463,-0.027574804,-0.23410544,6.173708438873291,5.826291561126709,0.003676930209621787,0.12632305920124054,0.020971959456801414,1.0,1.2055894136428833,0.043343779354579934,0.02623240668152811,0.08327031559170085,1.0,1.15,0.0,1.0,3.9949533939361572,0.4556833803653717,0,0,1
2,7,-1.3552727,0.2503229,-0.066586934,-0.00030668027,-3.1047037,0.3149997591972351,6.28000020980835,0.00585146201774478,0.12414854019880295,0.010449300520122051,1.0,1.1631509065628052,0.043343779354579934,0.02623240668152811,0.08327031559170085,1.0,1.15,0.0,1.0,4.046292781829834,0.48942625522613525,0,0,1
3,0,-0.9395342,0.23684914,0.05113876,-0.07851833,-1.0081686,6.28000020980835,3.2462263107299805,0.01710742898285389,0.11289256066083908,0.0,1.0,1.1638127565383911,0.04724019739547075,0.029282191228687367,0.089142211784632,1.0,1.15,0.0,1.0,4.304171085357666,0.36326077580451965,0,0,1
3,1,-0.867406,-0.2413981,-0.09525097,0.052963395,2.6264937,6.28000020980835,4.791195869445801,0.007417616900056601,0.12258238345384598,0.014694751240313053,1.0,1.1632457971572876,0.04724019739547075,0.029282191228687367,0.089142211784632,1.0,1.15,0.0,1.0,3.7350199222564697,0.3023853600025177,0,0,1
3,2,-0.852191,0.31623754,-0.018518819,-0.11239541,-1.7417783,6.28000020980835,5.148510456085205,0.007751479744911194,0.12224851548671722,0.00023422390222549438,1.0,1.1894662380218506,0.04724019739547075,0.029282191228687367,0.089142211784632,1.0,1.15,0.0,1.0,3.9260571002960205,0.48823586106300354,0,0,1
3,3,-0.86475885,-0.37055394,-0.051216513,-0.032675203,-2.5991342,6.28000020980835,0.666942834854126,0.006330827716737986,0.12366916239261627,0.010240611620247364,1.0,1.1687195301055908,0.04724019739547075,0.029282191228687367,0.089142211784632,1.0,1.15,0.0,1.0,2.975614070892334,0.4200184941291809,0,0,1
3,4,-1.1714946,-0.3465153,-0.068538964,0.019187741,2.842458,6.28000020980835,0.9941697120666504,0.013667041435837746,0.11633296310901642,0.00879303552210331,1.0,1.1656670570373535,0.04724019739547075,0.029282191228687367,0.089142211784632,1.0,1.15,0.0,1.0,3.9601612091064453,0.35421881079673767,0,0,1
3,5,-0.978999,-0.35331437,-0.08112687,0.005303987,3.0544186,6.28000020980835,2.0270795822143555,0.005501758307218552,0.12449823319911957,0.0097978999838233,1.0,1.17805814743042,0.04724019739547075,0.029282191228687367,0.089142211784632,1.0,1.15,0.0,1.0,3.6145071983337402,0.3493729531764984,0,0,1
3,6,-1.4289591,0.04497075,0.116347626,-0.029009892,-0.24604864,6.176486968994141,5.823513031005859,0.002408331260085106,0.12759165465831757,0.017092395573854446,1.0,1.1994075775146484,0.04724019739547075,0.029282191228687367,0.089142211784632,1.0,1.15,0.0,1.0,3.9824600219726562,0.4398222267627716,0,0,1
3,7,-1.3619137,0.24940884,-0.06652436,-0.014704416,-2.8908684,0.3149997591972351,6.28000020980835,0.0057918415404856205,0.12420815229415894,0.00950746051967144,1.0,1.1612454652786255,0.04724019739547075,0.029282191228687367,0.089142211784632,1.0,1.15,0.0,1.0,4.029437065124512,0.4939371645450592,0,0,1
