step,agent_id,pos_x,pos_y,vel_x,vel_y,angle,cmd_omega_l,cmd_omega_r,w_flow,w_shape,k_diff,alpha,beta,q_shape,corridor_width,goal_x,goal_y,ideal_beta,y_grad_variance,dist_centroid,is_colliding,score,is_alive
1,0,-1.4480503,0.049857337,-0.0005519914,-0.00018755312,-0.25678244,6.28,6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.567800815191454,1.0,1.15,0.0,1.0,2.9705512523651123,0.3750147521495819,0,0,1
1,1,-0.84780955,0.34958294,0.001164912,-9.6323245e-05,-2.7770348,6.28,6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.567800815191454,0.8705587387084961,1.15,0.0,1.0,3.3317596912384033,0.5629125833511353,0,0,1
1,2,-1.1484767,-0.24999742,0.00052831,0.0007685582,-2.5432186,3.2130600512027736,-6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.567800815191454,1.0,1.15,0.0,1.0,3.11173677444458,0.228830948472023,0,0,1
1,3,-1.0483567,-0.25003058,0.010505998,0.007907258,0.75412536,3.4807704199943688,3.1715519915428017,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.567800815191454,1.0,1.15,0.0,1.0,2.8572447299957275,0.24917665123939514,0,0,1
1,4,-1.1494801,-0.34987652,-0.00012402344,-0.00029833033,-1.7133006,-6.28,3.5719241625070564,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.567800815191454,1.0,1.15,0.0,1.0,3.3447425365448,0.3428706228733063,0,0,1
1,5,-0.84706616,0.048670065,0.014127723,-0.009014495,-0.5945887,1.8312075591087342,-6.28,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.567800815191454,0.8696171641349792,1.15,0.0,1.0,2.6634600162506104,0.3485018312931061,0,0,1
1,6,-1.3488213,0.24997233,-0.00021625077,-0.00018505417,-2.4783254,-3.845380785688757,4.8307283584028475,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.567800815191454,1.0,1.15,0.0,1.0,3.3284082412719727,0.42082518339157104,0,0,1
1,7,-1.2462269,-0.24968994,0.020478228,0.0029832795,0.15432659,-5.476683474779128,4.2052798938751215,0.06499949842691422,0.06499949842691422,0.07500000298023224,1.0,1.000047206878662,0.567800815191454,1.0,1.15,0.0,1.0,3.0512444972991943,0.2607446610927582,0,0,1
2,0,-1.4483399,0.049920928,-0.0004102113,0.0007027614,-0.6132587,6.28,6.28,0.0002508936740923673,0.1259225457906723,0.050118159502744675,1.0,1.0,0.5673998583029306,1.0,1.15,0.0,1.0,2.8674120903015137,0.37572744488716125,0,0,1
2,1,-0.8478755,0.34947568,0.0006925003,0.00036555136,-2.7704923,6.28,6.28,0.0001018403927446343,0.12485785782337189,0.03903066739439964,1.0,1.0,0.5673998583029306,0.8706422448158264,1.15,0.0,1.0,3.9627673625946045,0.5627280473709106,0,0,1
